,TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,Amount_vs_TypeAvg,DeviceTxnCount,IPTxnCount,MerchantTxnCount,Amount_vs_AccountAvg,DeviceNoveltyFlag,LocationNoveltyFlag,TimeSinceLastTxn,Location_enc,TransactionType_Debit,Channel_Branch,Channel_Online,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Velocity_1D_Count,Velocity_7D_Count,Expanding_MeanAmount,Expanding_MedianAmount,Expanding_StdAmount,Expanding_MinAmount,Expanding_MaxAmount,Rolling3_MeanAmount,Rolling3_StdAmount,Amount_to_Balance_Ratio,Amount_to_RollingMean_Ratio,Amount_minus_ExpandingMean,Amount_minus_ExpandingMedian,Amount_ZScore_Account,Hour_sin,Hour_cos,DOW_sin,DOW_cos,CustomerTxnCountSoFar,SpendCV_Account,ElevatedLoginFlag,ATM_Credit_InteractionFlag,DeviceSharedAccounts_Prior,IPSharedAccounts_Prior,MerchantSharedAccounts_Prior,Location_Freq
Rolling3_StdAmount,-0.004123068796104952,0.037555149582596425,0.010876191386060755,-0.011602156108180016,0.027944360611452185,-0.004557597661896274,0.014122432846037487,0.005724217778355767,0.0023380774113663247,-0.11986522966297727,-0.05892944455990293,-0.13159351483155204,-0.05979379757125046,-0.012142805274889529,-0.030298928621668737,-0.006048131707562516,0.016680420204921453,0.005300161769703025,0.033448217830179566,-0.02752798850859474,0.09563727773405202,0.12084061761224188,0.2612876043600288,0.20560058581778257,0.9676433767809723,0.1625174531023537,0.04434788514250099,0.28071914060514297,1.0,-0.02517534176718388,-0.11960728466112273,-0.1269798448989991,-0.09827990124446738,0.06590313142177064,-0.03293156537121434,0.03799612302619141,-0.00123276640652841,-0.02617000300473907,0.7765024567687087,0.871289480388609,-0.010719967962613547,0.008334046296734832,0.3856958947270432,0.39771304736338886,0.5182898509528948,-0.007265707679859957
Amount_to_Balance_Ratio,0.724693824296563,-0.32033736282428477,0.007924552025173143,-0.001976678075369666,-0.6603277082482008,0.7246635746317538,-0.00886792285146544,0.004650226292385317,-0.015843158168800213,0.6347857020080059,0.04217357022070906,0.027455492966255338,-0.03431834400311583,0.015358438977857772,-0.008809786251249396,-0.018861912504976406,-0.0002307124298467889,-0.11016587460483425,-0.05788300154693789,0.44822622069811663,0.006606026401998694,-0.011986200688309311,-0.01848819561895239,-0.026326661084461335,-0.021755274752795106,-0.04610039957673954,0.017988718465891163,-0.021425507466219344,-0.02517534176718388,1.0,0.6349262939434619,0.5797176489509582,0.5876099207682666,0.5175850628190928,0.00726188232149501,-0.0014553704523962063,0.006466901288895697,0.008743917654106122,-0.008824438879238092,-0.009448565865693651,-0.001861742808252708,0.030692951631920207,-0.011765657466111596,-0.029875596721083832,-0.01309571734581401,0.013895610971562987
Amount_to_RollingMean_Ratio,0.8649863385732522,-0.03036672429957073,0.006413835043041038,-0.008341368415463415,-0.02736804659046408,0.8648850982047144,-0.010741982185108646,0.010294410026879043,0.007374234694015636,0.9999804070753682,0.029211785776273924,0.0065627743859440315,0.003947934021051012,0.015312856552213433,-0.019349902201680907,-0.018248920564563,-0.0007120971440611132,-0.0019326789494215825,-0.008257037906501305,0.03198211916784072,-0.010614363261416238,-0.00326832120523684,-0.4498579130005972,-0.41597708908258757,-0.1350110784502756,-0.14247709776497933,-0.3167215847381241,-0.4209996052540685,-0.11960728466112273,0.6349262939434619,1.0,0.946701256735492,0.9235391904821045,0.8692886114380259,-0.0014131244705098988,0.005102380985550065,0.006642756880728887,0.0028591413844113616,-0.005242550251218588,0.0012066565741941362,-0.00821567437405087,0.022551957929660364,0.0025325561772797617,0.01570433589874382,0.0209290696222952,-0.008686781558362108
Amount_minus_ExpandingMean,0.8143661772740083,-0.022504085802912896,0.007463175945462772,-0.006710577221081366,-0.0274301864708014,0.8142314559886973,-0.009307517527186953,0.005767176410501625,-0.00623902147550264,0.9467129101477104,0.024108282192433644,0.0038918503750016782,0.004165237507051701,0.00659806764189523,-0.020126811707986688,-0.03356332975043885,0.015253437841008655,-0.004639318360305203,-0.0014505694182447553,0.02440099660434631,-0.02237158288433478,-0.011672557849680297,-0.5205846118809239,-0.471732351358837,-0.14420159977120658,-0.18998087735818742,-0.32272121425055733,-0.4810648016399784,-0.1269798448989991,0.5797176489509582,0.946701256735492,1.0,0.9709415939671212,0.8671077458713872,-0.005708657468666639,0.00782775654283239,0.01267874631200246,0.003933332619003523,0.0018362373713487145,0.0164342036571633,-0.006591437851243937,0.020829636101600945,0.003084205388145076,0.014807924843101465,0.017344563846778353,-0.008953518656153861
Amount_minus_ExpandingMedian,0.8222907215591201,-0.025069038822682764,0.007996569119601914,-0.004719374775384466,-0.028003291350921083,0.8222433101956107,-0.0035912459355593616,0.01834645056063685,-0.018525206127006692,0.9235969559642018,0.021600320248302662,-0.0028728373726638404,-0.010906047714788486,0.010731758967645322,-0.013494865528962304,-0.03422365259904718,0.01699581571684659,-0.008159917843094125,-0.0010421941932335806,0.02861377238534453,-0.01735288481471727,-0.012649472037208065,-0.45823102934285703,-0.5068512041047221,-0.10336390156899289,-0.27086703083883007,-0.18594651359319891,-0.42294875932824855,-0.09827990124446738,0.5876099207682666,0.9235391904821045,0.9709415939671212,1.0,0.8541699736221108,0.005178156568987378,-0.0011229570631051751,0.014144128522292864,0.008462933139380418,0.0004033713949521644,0.05560791350082528,-0.004585403597174528,0.01825105562556608,-0.0011170766954619043,0.01448479274511853,0.006488257642744666,-0.013212698233248417
Amount_ZScore_Account,0.742356528295862,-0.013235477598138473,0.0037897650106839846,0.0052006609124601285,-0.008765047747905092,0.7420281673706544,-0.0025910375212315293,0.010843315175136446,-0.008327499099650176,0.8691469380175184,0.007460191680989105,-0.022812666635558778,-0.006863220648617573,0.013888993969527325,-0.029290931687894154,-0.025656772496468486,0.006373651025997306,0.00017460141629156546,-0.011498918849735498,0.013798167730142164,0.0007400512006248413,0.021490075905701466,-0.399021343045896,-0.38141629512463715,0.06088951933007867,-0.13140569056241552,-0.2900820171116018,-0.38277038316270473,0.06590313142177064,0.5175850628190928,0.8692886114380259,0.8671077458713872,0.8541699736221108,1.0,-0.015943475484907408,0.02216846405554087,-0.00814079192008442,-0.0028155550649788855,0.1313434405310361,0.15668731951771744,0.005163846312550478,0.03129756179324209,0.07418837768113425,0.0824691276372526,0.10250111544768868,-0.0027345661747333917
Hour_sin,0.011151746244699636,-0.004997121132791977,-0.002850799283981039,-0.00554948331660427,0.0028016536769603197,0.011286001407455303,-0.012156015539863002,-0.011570813688099724,-0.01546691919083894,-0.001195939339920502,-0.012826909949249487,0.010315675387901268,0.012423458933264546,0.024118322042175594,0.004367653249861779,0.0031660881318527076,-0.012943271326346189,0.01492929233531095,-0.009008421772837899,-0.007590148208167029,-0.05197378292890113,-0.025903245880209664,0.023542902969015636,0.003965513697868134,-0.023811586891830834,-0.016465249329554923,0.03871525551530902,0.012782251090819641,-0.03293156537121434,0.00726188232149501,-0.0014131244705098988,-0.005708657468666639,0.005178156568987378,-0.015943475484907408,1.0,-0.9344754720961139,0.0033820411105363506,0.028535850315767112,-0.05496184373889362,-0.019150516891139023,-0.005229162973338683,-0.010152924589223188,-0.01941353651785871,-0.014663771039292915,-0.01325845097549011,-0.0043512073695929675
Hour_cos,-0.010811865434191149,-0.0049766647827440445,0.0017358553522008116,0.011743269547082205,-0.007547029526918308,-0.010710031364312231,0.009181397697956863,0.008103713209421395,0.006918884325467472,0.004925394864718644,0.011927101175393556,-0.015698926936421265,-0.011743310037244981,-0.020350960835630916,0.014910667712438416,0.007676476742471969,0.0018897837682173067,-0.01240785677789062,-0.0033379531289247674,0.008829286642107723,0.05202069860819539,0.02430281390054739,-0.025013970595074434,-0.011950182034299595,0.030634896691721487,0.009644317292453124,-0.04081139543884629,-0.021079184536874074,0.03799612302619141,-0.0014553704523962063,0.005102380985550065,0.00782775654283239,-0.0011229570631051751,0.02216846405554087,-0.9344754720961139,1.0,-0.009166022718309335,-0.025072884741179923,0.06352988775449221,0.02991966591559453,0.011182275955272013,0.014033901602624464,0.024636978952393217,0.020910774940061428,0.022887181795801563,-0.00191703773734167
DOW_sin,0.007431054359393529,0.009753631645556971,0.0249214395528817,0.038635177258349036,0.01354395751904694,0.007819034490052182,-0.011358586173485055,0.047038855334033514,0.022169621837588388,0.006671801536146512,-0.0042420643802329044,-0.0430822668003237,-0.010361283555371064,-0.004499974389141393,0.020408780489067222,-0.03962174949788454,0.016120245613634693,-0.007455561259187045,-0.0012195628489174977,-0.019923425092754753,0.03354037691329144,0.0009080578874514046,0.001355837847378463,-0.005693557939675636,-0.00306053961527499,0.01550431768777919,-0.00856985352195613,0.01190875004065132,-0.00123276640652841,0.006466901288895697,0.006642756880728887,0.01267874631200246,0.014144128522292864,-0.00814079192008442,0.0033820411105363506,-0.009166022718309335,1.0,-0.052517179298320914,0.007441131636662094,-0.0037858986720206616,0.038328093036246534,-0.013228308157570963,-0.0029502336279325523,0.02837973382947614,0.009942503725119577,0.03603817189742029
DOW_cos,0.004135072880113964,-0.00979871455821888,0.005747804763978333,-0.028890944818926883,-0.006403180055612126,0.004226540637453121,-0.022483696145194448,-0.0023150278151966197,0.014635805242912312,0.002757534563136356,-0.0038082642862857833,0.009400352166700921,0.017495171428971577,0.013150300384674083,0.008760567342396395,-0.0009924639525899978,-0.009120268695896576,-0.019435551190073126,0.004059585244183038,0.00016884258553181994,0.01209699204935779,-0.024534191373556218,-0.008453825064951983,-0.012490980145972492,-0.01762789027162001,-0.037895679502012496,0.024004107606283395,-0.01160548172515387,-0.02617000300473907,0.008743917654106122,0.0028591413844113616,0.003933332619003523,0.008462933139380418,-0.0028155550649788855,0.028535850315767112,-0.025072884741179923,-0.052517179298320914,1.0,-0.024181586682529385,-0.012588190307175617,-0.02862799618447192,0.02409038257533309,-0.01818025714852734,-0.02484433435763012,-0.01705591519742069,0.009493876724780276
CustomerTxnCountSoFar,0.002091473061170809,0.011289686643470787,0.025567694633483077,0.008229294961768706,0.009489725404384051,0.0016206676480740377,0.002234855939209637,0.008830144189469258,0.029653940719459506,-0.00553685881079897,-0.0636273698954716,-0.1730419766184621,-0.10546958373477709,-0.00987337734368635,-0.02974662406295861,0.011564850287514628,0.0032291045836858865,0.01985430820598084,0.014755090465351877,-0.012617703450140329,0.0811594426339731,0.14140853069431314,0.010682571671588469,0.012516876747861871,0.8017717827037458,0.21102156039757403,-0.21550790505269138,-0.014620730128341967,0.7765024567687087,-0.008824438879238092,-0.005242550251218588,0.0018362373713487145,0.0004033713949521644,0.1313434405310361,-0.05496184373889362,0.06352988775449221,0.007441131636662094,-0.024181586682529385,1.0,0.7862246991481432,0.009412763678622265,0.023947282206081468,0.47013808048580497,0.4924155408431296,0.6564002023234174,-0.012134060374229958
SpendCV_Account,0.0036213051058080867,0.019790691502177694,0.01235114957333976,-0.02079012850441994,0.01708849839884021,0.0034226346343780778,0.016337491274339176,0.0005513723564691176,-0.010125628931275473,0.0009922178552953878,-0.056617521420054905,-0.14669690142934094,-0.07243558056327225,-0.008491813337838428,-0.014533593969862065,-0.0054585339602949,0.009219749542051004,0.0023163282524387725,0.025036087208587337,-0.010022572547386026,0.07214405895500645,0.12892739446398074,-0.01771532982254714,-0.10407639468387075,0.8938238585612833,-0.01603774725218515,-0.08272045744100706,-0.03309571189071107,0.871289480388609,-0.009448565865693651,0.0012066565741941362,0.0164342036571633,0.05560791350082528,0.15668731951771744,-0.019150516891139023,0.02991966591559453,-0.0037858986720206616,-0.012588190307175617,0.7862246991481432,1.0,-0.020323628692703904,0.006860065967726827,0.38938413697995056,0.4048317080007418,0.5209092982514467,-0.020470845004095142
ElevatedLoginFlag,0.0020341264243233753,0.0024100149392657323,0.03173688293851622,0.9996132037089012,0.013535304372392773,0.0017008514663636063,-0.0018790871230341755,-0.013900453454747648,-0.03364399759496719,-0.008177366907283823,-0.011205256165572676,-5.074216833973422e-05,-0.02496804987165323,-0.02042744393372402,-0.015114145835599169,-0.0161849314254804,0.0024250175487535936,0.0027659608282767814,-0.009089506539392092,-0.01225592685330522,0.0075478763088483326,0.0007048622278613528,0.02790285319288062,0.023298525996753888,-0.009194742544162459,0.020889192976261683,0.006696594555580063,0.014830761272512734,-0.010719967962613547,-0.001861742808252708,-0.00821567437405087,-0.006591437851243937,-0.004585403597174528,0.005163846312550478,-0.005229162973338683,0.011182275955272013,0.038328093036246534,-0.02862799618447192,0.009412763678622265,-0.020323628692703904,1.0,0.005012102083714975,-0.03213381761054564,-0.023547410784109234,-0.02765046098686425,0.029729798778686825
ATM_Credit_InteractionFlag,0.014276969674840314,-0.01041605557966994,0.005928526834112783,0.004409119298007423,-0.03247410041058589,0.009927044799533213,-0.003157083144816153,0.00015227937368449536,0.0020430394251383013,0.021800280463927006,-0.05675587063518559,0.012077957625345035,0.0037270062776125494,0.03496281644110185,-0.3200585934610597,-0.12570845415913381,-0.11945760413474223,0.00458929509153752,-0.018948934734379856,0.021070184182764018,-0.02465432616071063,-0.004281274873831245,-0.012507815572658301,-0.0002542572617958522,0.014159297312138828,-0.02616616626155229,0.0014025827311573216,-0.024464467070826036,0.008334046296734832,0.030692951631920207,0.022551957929660364,0.020829636101600945,0.01825105562556608,0.03129756179324209,-0.010152924589223188,0.014033901602624464,-0.013228308157570963,0.02409038257533309,0.023947282206081468,0.006860065967726827,0.005012102083714975,1.0,0.013594729020753664,0.024181283276458514,0.020476250048993644,-0.009191259461144739
DeviceSharedAccounts_Prior,-0.018058045203492485,0.023307063607720918,0.025727961576090322,-0.032251755488659425,9.508561987713211e-06,-0.018311793354496918,0.5021632708397916,-0.005004365763256354,0.0006291129485390399,0.0022190254058447956,-0.04061049738440934,-0.08789908680959001,0.09821881555315928,-0.012443565858513956,-0.03203840360012719,-0.0006343673935315752,0.009102374876586307,-0.006080011799157784,0.02407567979234225,-0.002657523926043613,0.03883485236020305,0.03728259436312364,-0.022826380964910603,-0.01253732903796756,0.3911278011884301,0.13595391811658475,-0.15544548018135726,-0.031950150370058696,0.3856958947270432,-0.011765657466111596,0.0025325561772797617,0.003084205388145076,-0.0011170766954619043,0.07418837768113425,-0.01941353651785871,0.024636978952393217,-0.0029502336279325523,-0.01818025714852734,0.47013808048580497,0.38938413697995056,-0.03213381761054564,0.013594729020753664,1.0,0.45292286248792274,0.6012193388067315,-0.0011294647620396414
IPSharedAccounts_Prior,0.008340493947395184,0.03241611501079884,-0.005252909220195928,-0.023981973208044967,0.04223371908215712,0.007546099196357959,-0.004035068093731652,0.4809311264675958,0.027579364459976437,0.015498322563530743,-0.016572503599389755,-0.09998662523591455,0.11869525412450414,0.0181043049869959,-0.047599939409314784,-0.009135064034802683,0.03369184499773328,0.019782622940300115,0.023757082930177545,-0.022109004957676502,0.04245008271193515,0.012854249646408914,-0.0024375482859920563,-0.004678815473756474,0.4096218941368435,0.15601040084300097,-0.1557145423060263,-0.0208832118688228,0.39771304736338886,-0.029875596721083832,0.01570433589874382,0.014807924843101465,0.01448479274511853,0.0824691276372526,-0.014663771039292915,0.020910774940061428,0.02837973382947614,-0.02484433435763012,0.4924155408431296,0.4048317080007418,-0.023547410784109234,0.024181283276458514,0.45292286248792274,1.0,0.6403678390758404,-0.030923670448002028
MerchantSharedAccounts_Prior,0.01779779404945013,0.021272652863272828,0.020501766139105017,-0.027785627660146896,0.036615170893719184,0.017235304826140597,-0.008662453949127338,0.015736085166069037,0.2638989181011279,0.020653304109557985,-0.03163831243625159,-0.12446544111328865,0.1706299891942949,0.004672999682517655,-0.04321489329448964,-0.003381317903645085,0.027416958338155325,0.015484930690797975,0.007038109589854772,-0.009463329738543374,0.013619264509690683,0.0013042704665667238,-0.0032512524156412064,0.022117616151406286,0.5338213425900751,0.16901891033380528,-0.18538303975405043,-0.02297537929075702,0.5182898509528948,-0.01309571734581401,0.0209290696222952,0.017344563846778353,0.006488257642744666,0.10250111544768868,-0.01325845097549011,0.022887181795801563,0.009942503725119577,-0.01705591519742069,0.6564002023234174,0.5209092982514467,-0.02765046098686425,0.020476250048993644,0.6012193388067315,0.6403678390758404,1.0,-0.029152507728906107
Location_Freq,-0.00463162560253862,-0.02972792444457684,0.014225653524691642,0.030089807715279082,-0.03656394353002785,-0.0041961954301373144,0.027281169128415456,-0.017093812740016524,-0.0016907692012337007,-0.008689073764088421,0.02273492505328943,0.007383199650338345,0.0016728862669800366,-0.07050064792769553,0.01777323094500303,0.0012897297289341458,-0.019568859949974177,-0.001995830701190735,-0.01898824994621283,0.014714693134734723,-0.007187708317743108,0.01383644965327441,0.003942955389671188,0.009776384331967366,-0.007406826473285588,7.291428661831963e-05,-0.0015898431848496255,0.0030569362365565744,-0.007265707679859957,0.013895610971562987,-0.008686781558362108,-0.008953518656153861,-0.013212698233248417,-0.0027345661747333917,-0.0043512073695929675,-0.00191703773734167,0.03603817189742029,0.009493876724780276,-0.012134060374229958,-0.020470845004095142,0.029729798778686825,-0.009191259461144739,-0.0011294647620396414,-0.030923670448002028,-0.029152507728906107,1.0
