TransactionID,TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,DeviceNoveltyFlag,LocationNoveltyFlag,Amount_vs_TypeAvg,DeviceTxnCount,IPTxnCount,MerchantTxnCount,Amount_vs_AccountAvg,TimeSinceLastTxn,Location_enc,TransactionType_Debit,Channel_Branch,Channel_Online,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,split
TX001644,12.94,23,158,1,921.23,1,1,-0.954592815574484,3,2,18,-0.9257331928273812,672.5166666666667,14,True,True,False,False,False,True,train
TX001751,607.28,32,84,1,9679.68,1,1,1.1309793564416664,6,5,18,1.1309793564416664,839.8416666666667,3,True,False,False,False,False,False,train
TX002413,91.5,47,77,1,667.66,1,1,-0.6789213988204564,3,1,16,-0.849328150360084,1511.65,29,True,False,False,False,False,False,train
TX001705,148.77,67,175,1,2138.42,1,1,-0.4779577781801411,3,3,14,-0.5742007482349215,73.9,38,True,True,False,False,True,False,train
TX001640,320.93,55,178,1,9451.66,1,1,0.1261612532400905,4,3,26,0.1359683789653648,2013.75,1,True,False,True,True,False,False,train
TX001777,148.13,58,56,1,2189.38,1,1,-0.4802035738359785,6,3,16,-0.4802035738359785,839.8416666666667,31,True,True,False,False,True,False,train
TX000865,261.14,42,162,1,6100.08,1,1,-0.08364518779508412,3,5,19,0.7629109514419027,1418.1666666666667,35,True,False,False,True,False,False,train
TX000345,1271.9,47,155,1,2120.8,1,1,3.46316796391445,3,5,18,5.215456763430222,2517.983333333333,15,True,False,False,True,False,False,train
TX001649,150.6,69,59,1,3240.14,1,1,-0.4715362062267314,3,5,12,-0.4715362062267314,839.8416666666667,24,True,False,False,False,True,False,train
TX001338,393.92,72,47,1,7318.64,1,1,0.38228722967690926,4,2,18,0.38228722967690926,839.8416666666667,22,True,True,False,False,True,False,train
TX000553,245.93,54,172,1,7986.63,1,1,-0.13701792517834221,4,7,19,-0.3756854174053478,505.93333333333334,14,True,True,False,True,False,False,train
TX002071,446.83,55,143,1,1623.5,1,1,0.44729924377256497,3,3,14,0.39667109354795305,479.96666666666664,24,False,True,False,False,True,False,train
TX001065,191.62,63,51,1,1981.67,1,1,-0.32759474091040997,7,4,14,-0.47099421962952975,766.4666666666667,17,True,True,False,False,False,False,train
TX001227,775.6,79,158,1,3898.64,1,1,1.5121976868274356,6,4,22,1.4269733194806438,576.4,23,False,True,False,False,True,False,train
TX000051,425.34,69,121,1,3907.54,1,1,0.3776923223951608,2,6,19,0.3776923223951608,839.8416666666667,18,False,False,True,False,True,False,train
TX002185,230.51,51,56,1,9522.37,1,1,-0.25336940361506033,5,2,19,-0.45805708266784906,97.03333333333333,22,False,True,False,True,False,False,train
TX000288,151.19,37,96,1,11903.82,1,1,-0.510289878424539,2,3,18,-0.5389494532623329,1846.05,27,False,True,False,False,False,False,train
TX000743,29.22,24,151,1,1649.43,1,1,-0.897465388579123,1,3,22,-0.8913808452193912,1490.2,35,True,False,False,False,False,True,train
TX000988,187.88,60,180,1,2154.58,1,1,-0.34071860927420916,3,3,17,-0.10133212110428758,838.3833333333333,26,True,False,False,True,False,False,train
TX000931,757.1,65,203,1,10553.23,1,1,1.6567060832503278,4,4,15,1.6567060832503278,839.8416666666667,1,True,True,False,False,False,False,train
TX000148,514.95,41,142,5,421.93,1,1,0.8069882425300148,3,4,15,0.8069882425300148,839.8416666666667,27,True,False,True,False,False,False,train
TX000900,68.62,29,157,1,13891.47,1,1,-0.7592085935166396,5,4,18,-0.8667443424279166,1846.3333333333333,29,True,True,False,False,False,False,train
TX000796,199.47,57,142,1,6067.44,1,1,-0.3000486535692807,3,4,14,-0.3163802103727738,1103.4833333333333,11,True,False,True,False,False,False,train
TX001787,33.76,26,227,1,3253.51,1,1,-0.8815342756455271,5,2,15,-0.8815342756455271,839.8416666666667,39,True,False,True,True,False,False,train
TX000143,227.14,18,294,1,341.94,1,1,-0.20295308201144027,2,3,16,-0.20295308201144027,839.8416666666667,5,True,False,False,False,False,True,train
TX001132,421.25,25,66,1,7174.69,1,1,0.47818972229258605,5,2,20,0.47818972229258605,839.8416666666667,13,True,False,True,False,False,True,train
TX001799,683.75,32,106,1,6333.72,1,1,1.3993168467571004,3,4,18,0.6231453991141949,1106.7166666666667,19,True,True,False,False,False,False,train
TX000742,388.65,76,43,1,7896.85,1,1,0.3637945060733739,1,3,20,-0.29656108543608856,21.1,28,True,False,False,False,True,False,train
TX002142,738.68,50,124,1,14352.33,1,1,1.5920692770307605,2,6,17,0.48364074485259423,336.56666666666666,6,True,False,True,False,False,False,train
TX000316,711.3,21,51,1,955.4,1,1,1.4959913316294713,2,4,14,0.27454274184454314,2666.35,38,True,True,False,False,False,True,train
TX001033,95.75,31,169,1,337.62,1,1,-0.6640079120434119,1,4,17,-0.8373606723036512,381.95,20,True,True,False,True,False,False,train
TX000763,820.62,61,158,1,6024.8,1,1,1.6580191666045754,6,5,22,1.6580191666045754,839.8416666666667,14,False,True,False,False,False,False,train
TX001945,135.27,48,131,1,9410.51,1,1,-0.525330030295459,3,6,18,-0.8351612185479744,3838.9666666666667,1,True,False,False,False,False,False,train
TX002395,33.03,21,28,1,935.88,1,1,-0.8840958863154665,6,4,15,-0.9308916278423424,0.7,42,True,True,False,False,False,True,train
TX001654,81.15,19,114,1,1595.26,1,1,-0.7152401254422001,5,2,14,-0.7152401254422001,839.8416666666667,24,True,False,False,False,False,True,train
TX001329,490.76,66,156,1,6414.11,1,1,0.7221041848507894,6,4,15,0.7221041848507894,839.8416666666667,8,True,False,True,False,True,False,train
TX000511,448.33,25,161,1,922.19,1,1,0.5732149509802015,4,4,10,-0.0864577388408637,2447.7166666666667,1,True,False,False,False,False,True,train
TX001370,405.6,37,44,1,9754.73,1,1,0.42327300039593985,4,2,10,-0.13618502989876352,2377.5,40,True,False,True,True,False,False,train
TX000838,39.21,66,245,4,9385.57,1,1,-0.8624099220137876,4,4,14,-0.8624099220137876,839.8416666666667,24,True,False,False,False,False,False,train
TX001877,136.48,52,138,4,4618.53,1,1,-0.5210840728836418,4,3,8,2.4807446447144947,2304.516666666667,5,True,False,True,True,False,False,train
TX000105,129.94,32,235,1,7954.92,1,1,-0.544033297241729,4,6,12,-0.544033297241729,839.8416666666667,19,True,False,False,True,False,False,train
TX000587,80.43,59,157,1,5987.67,1,1,-0.717766645555017,3,3,18,-0.38102200722624274,47.55,8,True,True,False,False,True,False,train
TX000967,9.1,52,63,1,2791.45,1,1,-0.9705247531809539,2,3,16,-0.9134857544945977,1368.0,37,False,False,True,False,True,False,train
TX000619,171.11,57,171,1,6324.09,1,0,-0.39956547356857064,5,4,22,1.3389529137610667,1776.7166666666667,37,True,False,False,False,True,False,train
TX000270,97.98,72,18,1,7460.33,1,1,-0.6561827178051037,2,3,16,-0.6561827178051037,839.8416666666667,10,True,True,False,False,True,False,train
TX002029,431.31,23,99,1,342.73,1,1,0.39702937779874875,3,1,15,0.39702937779874875,839.8416666666667,1,False,False,True,False,False,True,train
TX002485,421.56,53,144,1,8037.87,1,1,0.47927752956338227,3,6,16,-0.022605550479688506,1873.6333333333334,38,True,False,True,True,False,False,train
TX000713,498.59,33,32,1,5862.99,1,1,0.6149518380254472,3,4,16,0.6149518380254472,839.8416666666667,28,False,False,True,False,False,False,train
TX000527,345.81,40,135,1,6116.8,1,1,0.21346655936076522,4,2,12,-0.30642411539255876,3527.8333333333335,33,True,True,False,True,False,False,train
TX001017,213.55,63,15,1,5238.37,1,1,-0.2506411491408602,2,3,10,-0.2506411491408602,839.8416666666667,4,True,False,False,False,False,False,train
TX000962,353.59,52,109,5,1822.34,1,1,0.1452913633989417,5,3,15,0.6557714790176936,3217.95,27,False,True,False,False,True,False,train
TX001426,567.71,63,80,1,13884.24,1,1,0.9921260219081016,2,2,15,0.9921260219081016,839.8416666666667,22,True,False,True,False,False,False,train
TX001340,557.41,80,49,1,2968.75,1,1,0.8054720388360062,4,2,17,-0.018143065970049853,1606.2166666666667,42,False,False,True,False,True,False,train
TX001167,309.77,67,137,1,4378.14,1,1,0.0033567289290557085,4,2,11,-0.4493565122842781,575.65,35,False,False,True,False,True,False,train
TX000645,159.32,18,100,1,304.44,1,1,-0.44093724041594834,2,2,16,-0.44093724041594834,839.8416666666667,39,True,True,False,False,False,True,train
TX002378,13.02,51,42,1,6076.45,1,1,-0.9543120911175045,2,5,18,-0.9182776743768661,3573.45,5,True,True,False,False,False,False,train
TX001550,458.94,52,180,1,5619.95,1,1,0.6104460320871291,5,4,14,4.32598347074407,817.7,11,True,True,False,True,False,False,train
TX002407,74.72,26,132,1,165.75,1,1,-0.7378033536719404,2,4,10,-0.6449119219130405,168.86666666666667,31,True,False,True,False,False,True,train
TX000128,841.28,26,80,1,1103.64,1,1,1.9520983931071765,2,4,14,3.7664589021730372,358.6,40,True,False,True,False,False,True,train
TX001266,595.91,19,162,1,1673.76,1,1,0.9301749924437335,4,11,20,0.9256695590789333,25.083333333333332,35,False,False,False,False,False,True,train
TX000889,1.21,55,196,1,7542.74,1,1,-0.995754039079127,2,2,19,-0.9966125233975173,262.6666666666667,1,True,True,False,False,True,False,train
TX002394,138.54,60,93,1,8274.77,1,1,-0.5512637060385066,2,4,22,-0.5512637060385066,839.8416666666667,2,False,True,False,True,False,False,train
TX002278,311.28,49,198,1,135.96,1,1,0.0922988656169187,5,4,12,1.2468601036028575,3334.75,1,True,True,False,False,False,False,train
TX000289,242.62,22,234,1,483.02,1,1,-0.21414465638935695,4,2,17,0.07874260780426584,1175.9833333333333,37,False,False,True,False,False,True,train
TX000466,623.9,27,249,1,711.47,1,1,1.189299862379191,3,2,24,1.7030500763832968,697.0666666666667,38,True,False,False,False,False,True,train
TX000267,66.9,79,129,4,5238.71,1,1,-0.7833083708815607,4,3,15,-0.7833083708815607,839.8416666666667,5,False,False,True,False,True,False,train
TX001425,360.02,68,68,1,6400.59,1,1,0.26333024103177755,5,4,22,0.26333024103177755,839.8416666666667,9,True,False,True,False,True,False,train
TX002068,994.63,61,158,1,13538.14,1,1,2.4902120865800654,3,7,14,1.762707622457898,3167.516666666667,2,True,False,True,False,False,False,train
TX002484,204.63,52,92,1,9199.52,1,1,-0.2819419260940925,2,5,16,-0.6978850615319308,1.8,19,True,False,True,True,False,False,train
TX000913,213.4,73,100,1,2012.24,1,1,-0.3087893396209879,6,5,17,-0.5894258877377523,1294.8666666666666,13,False,True,False,False,True,False,train
TX002052,261.77,28,46,1,824.71,1,1,-0.0814344826963693,2,6,22,-0.0814344826963693,839.8416666666667,6,True,False,True,False,False,True,train
TX001889,22.15,44,73,1,7451.83,1,1,-0.9222744124647005,4,3,20,-0.9153837303152244,2662.3166666666666,10,True,True,False,False,False,False,train
TX000207,800.55,31,108,1,9660.22,1,1,1.8091745539474062,2,4,19,4.639264548892191,23.916666666666668,28,True,False,False,True,False,False,train
TX001772,40.9,55,37,1,1514.34,1,1,-0.8564796178600923,4,2,15,-0.8868571720189848,674.1,5,True,False,False,False,False,False,train
TX000942,617.66,41,40,1,5906.58,1,1,1.1674033547347775,3,5,16,1.1674033547347775,839.8416666666667,22,True,False,False,True,False,False,train
TX000166,231.91,34,165,1,112.76,1,0,-0.18621488626402793,3,5,16,-0.624534532551024,25.95,22,True,False,False,True,False,False,train
TX002496,271.22,45,87,1,6863.02,1,1,-0.12150817656647371,2,4,15,-0.36151229360379405,1485.6,21,False,False,False,False,False,False,train
TX000429,677.29,27,287,1,627.79,1,1,1.3766483468559927,3,2,17,0.8128909051306019,674.35,15,True,False,True,True,False,False,train
TX000678,375.17,51,66,2,5495.3,1,1,0.31649243507230107,2,2,14,-0.16539864707821972,910.8666666666667,13,True,False,False,True,False,False,train
TX000660,67.57,37,107,1,2766.12,1,1,-0.7628931020144977,5,5,14,-0.8445415832404427,1679.4,5,True,True,False,True,False,False,train
TX000621,420.76,51,76,1,6581.55,1,1,0.4764702849935856,1,2,19,0.4764702849935856,839.8416666666667,24,True,True,False,False,True,False,train
TX002280,307.75,64,63,1,1061.58,1,1,0.07991189895269124,2,3,20,-0.268585416226387,1153.8333333333333,11,True,True,False,False,False,False,train
TX002389,155.56,19,64,1,129.79,1,1,-0.49613528343062296,3,4,18,-0.572936540135519,286.21666666666664,2,False,True,False,False,False,True,train
TX000539,59.44,35,176,1,5472.03,1,1,-0.7914217249550558,4,6,22,-0.7982965122729088,1201.75,6,True,False,True,True,False,False,train
TX001908,484.24,67,77,1,8042.3,1,1,0.6992251416069472,3,4,15,0.6992251416069472,839.8416666666667,33,True,True,False,False,False,False,train
TX001031,353.69,59,163,1,9500.79,1,1,0.24111791837326188,3,7,22,-0.26959771958203016,2040.15,38,True,False,True,True,False,False,train
TX001900,868.05,49,119,1,3931.03,1,1,1.8116467273737833,4,1,15,1.8116467273737833,839.8416666666667,36,False,False,True,True,False,False,train
TX001657,172.68,33,17,1,10724.95,1,1,-0.39405625610034484,3,3,10,-0.8010713659339077,935.5333333333333,3,True,False,False,False,False,False,train
TX001350,22.3,21,90,1,1200.35,1,1,-0.9217480541078636,4,8,14,-0.9571454633629366,1680.8333333333333,30,True,False,False,False,False,True,train
TX002330,343.86,57,70,1,3278.65,1,1,0.20662390072188602,2,4,17,0.20662390072188602,839.8416666666667,5,True,True,False,True,False,False,train
TX001314,333.97,52,45,1,5237.36,1,1,0.1719193397277754,3,4,23,-0.028761705261554936,887.5666666666667,14,True,True,False,False,False,False,train
TX000954,119.95,62,47,5,2596.61,1,1,-0.6114774179233806,3,1,15,-0.6460764479409987,457.5833333333333,30,False,True,False,False,True,False,train
TX001966,36.63,75,261,1,7941.73,1,1,-0.8714632857513818,7,3,17,-0.8622552550994438,575.15,24,True,False,False,False,True,False,train
TX001817,179.38,40,173,1,11666.18,1,1,-0.3705455828282982,3,2,22,-0.3705455828282982,839.8416666666667,23,True,False,True,False,False,False,train
TX000383,13.71,38,148,1,8342.79,1,1,-0.9555927891255872,3,5,22,-0.9235700695530713,1872.6333333333334,10,False,False,True,True,False,False,train
TX000823,48.78,18,136,1,552.06,1,1,-0.8419997350210938,1,3,12,-0.49474337878975216,1750.8166666666666,18,False,True,False,False,False,True,train
TX001728,555.71,22,73,1,830.37,1,1,0.7999656746507301,1,6,16,0.7999656746507301,839.8416666666667,4,False,True,False,False,False,True,train
TX002182,13.3,23,63,1,213.0,1,1,-0.9533295555180755,2,2,22,-0.9760666517139036,3215.016666666667,35,True,False,False,False,False,True,train
TX001104,350.72,28,48,1,1982.9,1,1,0.1359953250390931,2,3,15,0.2327375609119786,1368.0166666666667,14,False,False,False,False,False,True,train
TX001970,146.55,54,124,5,4087.44,1,1,-0.4857478818613267,2,6,22,-0.5219792748242007,25.966666666666665,41,True,False,True,False,True,False,train
TX001006,15.74,27,38,1,690.16,1,1,-0.9447674595801958,1,3,14,-0.9447674595801958,839.8416666666667,10,True,True,False,False,False,True,train
TX001972,106.41,57,87,1,1310.38,1,1,-0.626601378150872,1,3,12,5.760482480274303,168.53333333333333,20,True,True,False,False,True,False,train
TX002385,602.8,60,173,1,7417.69,1,1,1.1152587868508053,4,5,15,8.86983202832858,1512.8,3,True,True,False,False,True,False,train
TX000758,332.59,55,143,1,1457.07,1,1,0.16707684284487606,2,6,15,0.3763294004703936,2760.4166666666665,35,True,False,True,False,True,False,train
TX001058,83.07,27,291,4,6704.76,1,1,-0.7085027384746883,3,3,26,-0.7085027384746883,839.8416666666667,24,True,True,False,True,False,False,train
TX002283,372.08,66,63,1,13330.74,1,1,0.3056494529214615,2,1,16,3.4791139583590476,1416.4,15,True,True,False,False,False,False,train
TX001047,361.92,54,111,1,7474.31,1,1,0.2699974468850446,4,3,16,0.2699974468850446,839.8416666666667,11,True,False,False,False,True,False,train
TX000580,332.0,69,17,1,5943.13,1,1,0.16500649997465114,6,6,18,-0.08267020313143737,1584.3166666666666,5,True,False,False,False,True,False,train
TX000362,788.84,58,231,1,1913.73,1,1,1.7680835115570086,3,4,16,1.2735762010791554,480.55,31,True,False,True,False,True,False,train
TX001464,95.5,57,17,1,4079.09,1,1,-0.6648851759714733,5,3,10,-0.6648851759714733,839.8416666666667,29,True,False,True,False,True,False,train
TX000323,36.71,48,55,1,6459.38,1,1,-0.8711825612944021,3,2,14,-0.8711825612944021,839.8416666666667,17,True,True,False,False,False,False,train
TX000263,47.38,25,61,1,459.37,1,1,-0.8465343878795565,5,5,18,0.2906564889497007,217.11666666666667,39,False,False,True,False,False,True,train
TX002358,361.38,72,71,3,4972.92,1,1,0.17052346751853126,4,7,14,7.595076522890319,526.7333333333333,25,False,False,True,False,True,False,train
TX002408,352.03,27,219,1,4846.68,1,1,0.1402384644995117,5,2,22,1.3707320265961878,2351.7833333333333,31,False,False,True,False,False,True,train
TX001975,584.98,55,121,1,6521.05,1,1,0.8947723097701633,4,4,14,0.8947723097701633,839.8416666666667,6,False,True,False,False,True,False,train
TX001634,874.72,28,173,1,4630.58,1,1,2.0694412161246754,6,3,20,2.0694412161246754,839.8416666666667,37,True,False,True,True,False,False,train
TX001941,428.62,55,72,1,3473.24,1,1,0.5040514628918374,3,2,22,-0.5099917682115515,2255.6833333333334,33,True,True,False,False,True,False,train
TX001207,3.8,67,140,1,6285.39,1,1,-0.9866655847844104,4,4,20,-0.9941688262553612,1536.75,10,True,True,False,False,True,False,train
TX000428,438.04,67,247,1,5358.95,1,1,0.5371067677011926,1,2,16,0.0053399023700447185,386.1166666666667,30,True,False,False,False,True,False,train
TX001837,56.11,36,109,1,11123.65,1,1,-0.8031068804768341,4,8,16,-0.8031068804768341,839.8416666666667,4,True,True,False,False,False,False,train
TX001712,318.92,21,60,1,1167.25,1,1,0.03299392439686634,5,6,14,4.683835239995807,1273.4833333333333,42,False,True,False,False,False,True,train
TX000225,506.24,58,64,1,230.09,1,1,0.776424367276354,6,3,10,0.776424367276354,839.8416666666667,6,True,False,False,True,False,False,train
TX001484,561.58,65,23,1,11748.86,1,1,0.970615510392035,2,2,13,0.10931573935422782,3864.9,34,True,False,True,False,False,False,train
TX000007,7.08,37,139,1,13316.71,1,1,-0.9770676094481646,3,3,15,-0.9770676094481646,839.8416666666667,39,False,False,False,False,False,False,train
TX001083,136.05,24,63,3,1127.54,1,1,-0.5225929668399073,5,2,22,-0.5225929668399073,839.8416666666667,1,True,False,True,False,False,True,train
TX000933,76.51,49,120,4,9475.4,1,1,-0.7521812180459696,4,3,14,-0.4376332198630414,1679.7,23,False,False,True,True,False,False,train
TX001082,146.01,26,269,1,221.79,1,1,-0.4876427719459395,4,5,17,0.3738238579805808,528.45,37,True,False,True,False,False,True,train
TX000462,697.32,68,91,1,2016.02,1,0,1.4469347327722757,5,3,12,4.834174597700523,384.03333333333336,1,True,False,True,False,True,False,train
TX001294,190.17,49,265,1,12893.85,1,1,-0.33268287169316635,2,2,13,-0.2795840465215732,697.1833333333333,3,True,False,False,False,False,False,train
TX000709,313.65,55,173,1,1886.36,1,1,0.015924195422509772,3,2,17,0.015924195422509772,839.8416666666667,6,False,True,False,False,True,False,train
TX000762,384.1,42,172,1,672.79,1,1,0.3478283025826558,2,5,22,0.22461342188868685,2738.4,11,True,True,False,True,False,False,train
TX001195,231.46,60,83,1,4707.24,1,1,-0.25029231774681765,3,6,16,-0.3365532057712556,358.1666666666667,24,False,True,False,True,False,False,train
TX000038,649.28,75,137,1,4875.86,1,1,1.2783596963559887,1,4,20,1.2783596963559887,839.8416666666667,38,True,False,False,False,True,False,train
TX000806,132.36,28,160,1,319.65,1,1,-0.5355413824180942,6,2,17,-0.7961434191779456,263.1333333333333,7,True,True,False,False,False,True,train
TX002487,377.04,34,64,1,3812.87,1,1,0.32305436925420067,2,2,19,-0.03525919851783628,71.85,6,True,False,False,True,False,False,train
TX001245,642.68,76,66,1,1831.2,1,1,1.2551999286551665,4,5,15,0.6639969603410855,1679.8833333333334,17,True,False,False,False,True,False,train
TX002171,200.19,52,108,1,4389.96,1,1,-0.3515770283783406,2,2,14,-0.5554691998146529,1297.4333333333334,35,False,True,False,False,True,False,train
TX001119,461.25,54,171,1,676.1,1,1,0.49400616821473203,2,4,16,0.15223201980407178,983.35,34,False,False,True,False,False,False,train
TX000604,769.97,22,23,1,1244.93,1,1,1.7018676302669309,3,3,17,1.7018676302669309,839.8416666666667,36,True,True,False,False,False,True,train
TX001873,429.15,26,218,1,712.13,1,1,0.5059112624193276,6,2,19,-0.4426406217870299,501.4166666666667,19,True,True,False,False,False,True,train
TX001968,1001.83,31,55,1,9733.83,1,1,2.515477287708235,3,3,14,0.670942023031987,3121.4166666666665,30,True,False,True,False,False,False,train
TX001179,752.69,65,115,1,14489.69,1,1,1.437991331836448,4,3,15,1.437991331836448,839.8416666666667,9,False,False,False,False,False,False,train
TX001027,184.97,58,268,1,1156.67,1,1,-0.35092996139684435,4,1,10,-0.7542547386649819,669.85,10,True,True,False,False,False,False,train
TX002236,252.31,26,172,1,1584.6,1,1,-0.1827583805332822,4,4,14,-0.1827583805332822,839.8416666666667,39,False,False,False,False,False,True,train
TX000582,84.59,67,10,1,5669.1,1,1,-0.7260097929771271,7,5,22,-0.6647378198853084,504.73333333333335,19,False,True,False,False,False,False,train
TX001991,436.8,27,92,1,1256.33,1,1,0.5327555386180078,4,2,11,0.5327555386180078,839.8416666666667,39,True,False,True,False,False,True,train
TX000408,195.12,46,144,1,6101.15,1,1,-0.3153130459175498,3,5,13,-0.3153130459175498,839.8416666666667,21,True,False,False,False,False,False,train
TX001869,276.16,53,71,1,1733.34,1,1,-0.10550733005161209,2,6,15,-0.10550733005161209,839.8416666666667,32,False,False,False,False,True,False,train
TX000412,242.03,58,124,1,4382.73,1,1,-0.15070324245610073,2,7,18,-0.15070324245610073,839.8416666666667,9,True,False,True,True,False,False,train
TX000390,123.85,56,244,1,3959.62,1,1,-0.5654034465293057,2,2,16,-0.48828657402682907,3962.65,19,True,False,True,True,False,False,train
TX000786,411.52,41,88,1,11108.39,1,1,0.4440466102124347,4,6,13,0.4440466102124347,839.8416666666667,20,True,False,False,False,False,False,train
TX001178,224.73,76,63,1,7551.89,1,1,-0.2114099062779526,3,2,22,-0.4539026038736815,718.7833333333333,24,True,True,False,False,True,False,train
TX000600,435.5,55,112,1,6981.03,1,1,0.5281937661920882,3,1,16,0.36895874147282126,2282.233333333333,28,True,False,False,False,True,False,train
TX002089,100.48,18,104,1,6149.81,1,1,-0.6745414830335741,4,4,18,-0.6745414830335741,839.8416666666667,25,False,True,False,False,False,True,train
TX001944,117.25,31,73,1,13694.68,1,1,-0.6202228198647017,6,4,18,0.16689888368930247,1079.7,1,False,False,True,False,False,False,train
TX001295,91.38,65,179,1,2402.58,1,1,-0.6793424855059259,4,4,20,-0.16061176539189131,0.1,17,True,False,False,False,True,False,train
TX001890,777.92,62,97,1,7061.58,1,1,1.7297646231792845,2,4,12,6.549933616997829,1682.25,2,True,True,False,False,False,False,train
TX000473,423.11,60,47,1,412.78,1,1,0.48471656591736323,3,3,16,0.5569395488369612,1031.75,8,True,False,False,True,False,False,train
TX001026,101.34,24,46,1,703.26,1,1,-0.644392290611958,6,5,22,-0.644392290611958,839.8416666666667,4,True,False,False,False,False,True,train
TX001462,114.1,69,148,1,5882.12,1,0,-0.599616739723702,2,1,15,0.12591276765430456,1919.9333333333334,4,True,True,False,False,True,False,train
TX000242,588.54,32,130,1,714.45,1,1,1.0652196523941806,4,3,10,1.0652196523941806,839.8416666666667,32,True,True,False,True,False,False,train
TX002421,54.84,52,124,1,3495.51,1,1,-0.8075633812313863,4,5,22,-0.9068202655608449,2182.85,18,True,False,True,False,True,False,train
TX000634,135.57,51,116,1,11351.64,1,1,-0.5608836481739599,4,7,18,-0.5785694283982423,888.4833333333333,4,False,True,False,False,False,False,train
TX001710,180.94,75,57,1,7659.99,1,1,-0.3650714559171948,4,1,22,-0.30313883957966936,959.4,33,True,True,False,False,True,False,train
TX000563,106.39,37,281,1,9410.99,1,1,-0.626671559265117,1,3,15,-0.626671559265117,839.8416666666667,41,True,False,True,False,False,False,train
TX002160,624.0,26,132,5,4976.18,1,1,1.1896507679504158,2,4,15,4.865212850218885,70.86666666666666,15,True,True,False,True,False,False,train
TX000567,319.85,60,148,1,711.66,1,1,0.12237147307086513,5,2,14,-0.12416654082293961,3839.1666666666665,10,True,False,False,False,False,False,train
TX000435,79.76,39,170,1,6452.14,1,1,-0.7201177128822218,4,2,16,-0.7201177128822218,839.8416666666667,33,True,True,False,True,False,False,train
TX000856,1074.95,20,91,1,530.86,1,1,2.7720594413876456,5,2,16,12.477306764326645,2784.383333333333,17,True,True,False,False,False,True,train
TX000071,133.55,44,220,1,3846.28,1,1,-0.5313656061205217,1,3,18,-0.768686508701429,1103.3833333333334,1,True,False,False,True,False,False,train
TX001906,40.83,48,24,1,3944.12,1,1,-0.8567252517599496,6,3,19,-0.9049182597342503,696.4666666666667,16,True,False,False,True,False,False,train
TX001533,170.45,60,199,1,2284.41,1,1,-0.40188145033865297,7,3,26,-0.40188145033865297,839.8416666666667,37,True,True,False,True,False,False,train
TX001450,152.01,42,111,3,4625.12,1,1,-0.46658843767246494,1,4,14,-0.10818421761112222,1175.75,13,True,False,False,True,False,False,train
TX001483,494.96,40,132,1,6903.68,1,1,0.7368422188422217,3,2,10,2.0699001298151702,863.8833333333333,34,True,False,False,True,False,False,train
TX000689,77.03,67,259,1,11310.27,1,1,-0.7296974349766526,2,5,14,-0.7172934328106967,1920.3833333333334,14,True,False,False,False,False,False,train
TX001458,118.83,28,295,1,1616.3,1,1,-0.5830189062047796,7,4,19,-0.4685896339936737,167.21666666666667,41,True,False,True,False,False,True,train
TX000717,194.29,39,10,1,2988.41,1,1,-0.37068735113900536,2,3,14,-0.37068735113900536,839.8416666666667,39,False,True,False,True,False,False,train
TX000475,88.6,28,105,1,246.57,1,1,-0.7130212515753872,2,3,19,-0.5439806446858786,528.9333333333333,33,False,True,False,False,False,True,train
TX000622,408.46,64,28,1,3140.79,1,0,0.4333088997329626,4,4,17,1.8877655492398773,359.26666666666665,33,True,True,False,False,True,False,train
TX000313,100.66,50,144,1,14473.33,1,1,-0.6467784484962852,2,6,15,-0.563202427584281,2570.6833333333334,9,True,True,False,False,False,False,train
TX001685,291.27,77,121,1,6878.86,1,1,0.022082660814880892,4,3,15,0.47104202991860183,71.0,11,True,True,False,False,True,False,train
TX002179,38.41,40,117,1,9129.68,1,1,-0.8652171665835843,3,3,22,-0.8652171665835843,839.8416666666667,10,True,False,False,False,False,False,train
TX001276,170.24,62,133,1,5172.99,1,1,-0.4026183520382245,2,4,18,-0.4026183520382245,839.8416666666667,37,True,True,False,False,True,False,train
TX001818,918.95,68,139,1,7006.46,1,1,2.2246467502773055,2,6,26,2.2246467502773055,839.8416666666667,39,True,False,True,False,False,False,train
TX000632,810.36,20,67,1,9239.12,1,1,1.8435983904845374,3,6,16,1.8435983904845374,839.8416666666667,8,True,False,False,False,False,True,train
TX002222,615.16,26,140,1,214.61,1,1,1.158630715454163,2,5,12,1.158630715454163,839.8416666666667,4,True,False,True,False,False,True,train
TX000238,368.91,54,14,1,829.71,1,1,0.2945257463136426,4,4,11,-0.400302359710803,769.15,41,True,True,False,False,False,False,train
TX000956,185.99,41,53,1,402.45,1,1,-0.3975713645141777,5,3,26,-0.6219984338065413,1079.0,14,False,True,False,True,False,False,train
TX001287,39.48,56,38,1,5889.51,1,1,-0.8614624769714814,3,5,17,-0.8987744195200902,767.9666666666667,29,True,False,False,False,True,False,train
TX002319,56.84,45,185,1,7977.78,1,1,-0.8005452698068948,1,6,23,-0.8120277103294551,1920.7,33,True,False,False,True,False,False,train
TX000162,307.57,33,285,1,5307.74,1,1,0.07928026892448697,3,1,10,0.07928026892448697,839.8416666666667,11,True,True,False,False,False,False,train
