TransactionID,AccountID,reconstruction_mse,reconstruction_mae,split
TX000497,AC00114,0.27836075,0.41453826,val
TX000966,AC00114,0.17613378,0.32432255,train
TX001995,AC00114,0.30088687,0.39260438,train
TX000228,AC00115,0.17112926,0.3182779,train
TX002189,AC00115,0.33000472,0.4006959,train
TX000053,AC00115,0.29506308,0.34601104,train
TX002146,AC00116,0.19010076,0.25007418,train
TX000392,AC00116,0.18938683,0.34912863,train
TX002490,AC00116,0.2606159,0.38149804,train
TX001373,AC00116,0.19391045,0.29591617,train
TX002425,AC00116,0.23051962,0.38894993,train
TX000700,AC00116,0.17531648,0.31884664,train
TX000044,AC00117,0.34125355,0.36348057,train
TX002511,AC00118,0.20503445,0.3586649,train
TX001436,AC00118,0.16697311,0.31972718,val
TX002279,AC00118,0.13551036,0.28998467,train
TX001633,AC00118,0.26692265,0.38390312,train
TX000722,AC00119,0.310502,0.40358552,val
TX002383,AC00119,0.43254727,0.5391284,train
TX001947,AC00119,0.42727754,0.4606694,val
TX001446,AC00119,0.23494121,0.34075135,val
TX000301,AC00119,0.21601418,0.30128032,train
TX000452,AC00119,0.18020213,0.3372454,train
TX001391,AC00120,0.1656215,0.30377385,val
TX001727,AC00120,0.30235627,0.37163752,train
TX000043,AC00120,0.2171704,0.31761283,train
TX001059,AC00120,0.19175756,0.3502073,train
TX002053,AC00120,0.1876394,0.34560105,train
TX001169,AC00120,0.21097231,0.3272981,val
TX001718,AC00121,0.27832687,0.27313197,train
TX000114,AC00121,0.27891126,0.38215762,train
TX001118,AC00122,0.19830535,0.34631738,train
TX001531,AC00122,0.2400459,0.36295438,train
TX000518,AC00122,0.18784972,0.3512067,train
TX001753,AC00122,0.5474864,0.49317974,train
TX002474,AC00122,0.2551439,0.36767992,val
TX000447,AC00122,0.3610731,0.42101267,train
TX001574,AC00123,0.13129346,0.25362575,train
TX001320,AC00123,0.17614895,0.34481892,val
TX000685,AC00123,0.21300277,0.33707577,val
TX001547,AC00123,0.24245803,0.35242093,train
TX000963,AC00124,0.41945964,0.29646924,train
TX000851,AC00124,0.51111156,0.49578115,train
TX001763,AC00124,0.6111296,0.5511945,train
TX001196,AC00124,0.26999778,0.41951606,train
TX000811,AC00125,0.19468023,0.31351262,train
TX002488,AC00125,0.19389024,0.3257048,train
TX001293,AC00125,0.26805332,0.40860677,train
TX001210,AC00125,0.15125318,0.29465947,train
TX001317,AC00125,0.23546802,0.33995536,train
TX000537,AC00125,0.20497502,0.35614362,val
TX002111,AC00126,0.15933353,0.30495578,train
TX000250,AC00126,0.20231973,0.3316554,train
TX002303,AC00126,0.24231507,0.38933954,train
TX001637,AC00126,0.1295183,0.28168532,train
TX001380,AC00126,0.18159717,0.3356276,train
TX001189,AC00126,0.24040438,0.38320965,train
TX000761,AC00126,0.15082969,0.27702808,train
TX000515,AC00127,0.21782489,0.36969754,train
TX001553,AC00127,0.25598332,0.36691362,train
TX001866,AC00128,0.30479062,0.3993015,train
TX000488,AC00128,0.46300918,0.45825776,train
TX002471,AC00128,0.5220071,0.530195,train
TX000402,AC00128,0.5207882,0.5285434,train
TX000001,AC00128,0.15846115,0.31066272,train
TX001757,AC00128,0.25958142,0.38451332,val
TX001282,AC00128,0.57523316,0.5241722,train
TX000924,AC00129,0.2595993,0.33596092,val
TX001655,AC00129,0.27109274,0.38427478,train
TX000818,AC00129,0.08323446,0.2218184,train
TX002411,AC00129,0.14498487,0.27803692,train
TX002357,AC00130,0.23364973,0.35893854,train
TX000620,AC00130,0.3415862,0.40132996,val
TX001858,AC00130,0.1926938,0.339748,train
TX000215,AC00130,0.18962729,0.36208722,train
TX001624,AC00130,0.26220745,0.3692877,val
TX000674,AC00130,0.1845994,0.3209453,train
TX000949,AC00130,0.3533895,0.4045863,train
TX002374,AC00130,0.16320571,0.3020148,train
TX001497,AC00130,0.2524126,0.35282186,train
TX000664,AC00131,0.3725029,0.4256294,val
TX001862,AC00131,0.25768012,0.35157967,train
TX000827,AC00131,0.23253106,0.3585083,train
TX000377,AC00131,0.14355093,0.2800339,train
TX000393,AC00131,0.12278842,0.26766127,train
TX000644,AC00131,0.11830293,0.2814306,train
TX002199,AC00131,0.15567967,0.27295357,train
TX001571,AC00131,0.48416072,0.50622386,train
TX002192,AC00131,0.6434579,0.6494413,val
TX001465,AC00132,0.12709998,0.26764426,train
TX001589,AC00132,0.1802807,0.30280927,train
TX000189,AC00132,0.52007943,0.4980953,train
TX002359,AC00132,0.21677388,0.38347253,train
TX000665,AC00133,0.42613572,0.49003252,train
TX001403,AC00133,0.21355836,0.3523834,train
TX000886,AC00133,0.23162381,0.34246823,train
TX002203,AC00133,0.2629014,0.35345298,train
TX001678,AC00133,0.72433126,0.49379966,val
TX000895,AC00133,0.32733962,0.45108488,train
TX000281,AC00133,0.21217993,0.36016357,train
TX001857,AC00134,0.17845275,0.26557603,train
TX000009,AC00135,0.09529993,0.21866378,train
TX000388,AC00135,0.57537764,0.48477498,train
TX001362,AC00136,0.12480517,0.24191315,train
TX001842,AC00136,1.3070188,0.75167215,train
TX000679,AC00136,0.24160625,0.393161,train
TX000410,AC00136,0.6726381,0.5682,train
TX001312,AC00136,0.34425297,0.40987828,train
TX001262,AC00136,0.39628062,0.4618794,train
TX000919,AC00136,0.34005567,0.4628153,train
TX001416,AC00136,0.34899932,0.47014797,train
TX001824,AC00137,0.20317675,0.30158713,val
TX002281,AC00137,0.40246516,0.4194937,train
TX000706,AC00137,0.36724013,0.42028034,val
TX002296,AC00138,0.13652368,0.24845816,train
TX001290,AC00138,0.78806794,0.5722104,train
TX002162,AC00139,0.5100993,0.35573444,train
TX000651,AC00139,0.14838085,0.32572994,train
TX001085,AC00139,0.19153087,0.36148223,val
TX002014,AC00139,0.232563,0.33819053,train
TX001522,AC00139,0.21784724,0.3415604,train
TX001575,AC00139,0.18020277,0.35250184,train
TX002173,AC00139,0.19502057,0.32694,train
TX000646,AC00139,0.3237128,0.4679792,val
TX002448,AC00140,0.1834737,0.31851962,train
TX002105,AC00140,0.23061383,0.35620728,train
TX000085,AC00140,0.1317056,0.29127353,train
TX001588,AC00140,0.58009857,0.5492625,train
TX002220,AC00140,0.15002076,0.28344056,train
TX000332,AC00140,0.2223184,0.3342946,train
TX002295,AC00140,0.21670845,0.36843684,train
TX001759,AC00141,0.12851602,0.27408975,train
TX000774,AC00141,0.17977907,0.29805452,train
TX001398,AC00141,0.2966183,0.4206416,train
TX001628,AC00141,0.40996718,0.43589166,train
TX000336,AC00141,0.13779767,0.28863412,train
TX001749,AC00142,0.26849002,0.4050963,train
TX001495,AC00142,0.44056487,0.4023531,train
TX001146,AC00143,0.14812726,0.27628243,train
TX000650,AC00143,0.18764633,0.29697418,train
TX000059,AC00143,0.14169283,0.26297393,train
TX001895,AC00143,0.15947984,0.29576835,train
TX002225,AC00143,0.16920118,0.28514373,train
TX001899,AC00144,0.18139385,0.31553325,train
TX001422,AC00144,0.15440081,0.27723065,train
TX002078,AC00144,0.15311256,0.27370715,val
TX002342,AC00144,0.20610917,0.3463871,train
TX000994,AC00144,0.31898,0.43662396,val
TX001876,AC00144,0.23922233,0.3842797,train
TX000590,AC00144,0.2111843,0.32161975,train
TX001409,AC00144,0.2012722,0.3708599,train
TX002198,AC00145,0.20452636,0.3666906,train
TX000749,AC00145,0.18634765,0.30691043,train
TX002147,AC00145,0.29720765,0.3726031,train
TX000545,AC00145,0.17180844,0.32747513,train
TX000401,AC00145,0.32196996,0.35466704,train
TX002327,AC00146,0.25150666,0.31388637,train
TX001797,AC00146,0.82540447,0.6334771,train
TX000269,AC00147,0.26488233,0.39967725,train
TX001215,AC00147,0.1568657,0.3007732,val
TX000980,AC00147,0.19174924,0.33714053,val
TX000483,AC00148,0.20403825,0.34739715,train
TX000487,AC00148,0.4211964,0.48416114,train
TX000295,AC00148,1.166145,0.7599119,train
TX002164,AC00148,0.6940928,0.60487044,train
TX000461,AC00148,0.49061647,0.5247831,train
TX000738,AC00149,0.23047066,0.38288072,val
TX002286,AC00149,0.28004926,0.37777713,train
TX000093,AC00149,0.36668986,0.46947446,train
TX000182,AC00149,0.38029277,0.4730162,train
TX000613,AC00149,0.13041402,0.28152183,train
TX002289,AC00149,0.4773676,0.433634,train
TX002379,AC00150,0.20356523,0.3451133,train
TX002405,AC00150,0.18612635,0.32699174,val
TX000585,AC00150,0.41231674,0.49954513,val
TX002452,AC00150,0.38655216,0.46594277,train
TX000011,AC00150,0.30081517,0.38181612,train
TX001094,AC00150,0.23071581,0.3662063,train
TX000608,AC00150,0.4479281,0.4804968,train
TX001910,AC00151,0.37140223,0.478956,train
TX001242,AC00151,0.30255163,0.38255364,train
TX001055,AC00151,0.1841247,0.32581773,train
TX001747,AC00151,0.20329168,0.34882662,val
TX001811,AC00152,0.19596978,0.33951393,val
TX000535,AC00152,0.3411297,0.36968684,train
TX001138,AC00152,0.14953111,0.28803086,val
TX002422,AC00152,0.7347838,0.4070755,train
TX000741,AC00153,0.24831617,0.36930817,train
TX001252,AC00153,0.25236872,0.35977325,train
TX002362,AC00153,0.15606779,0.2982313,train
TX000755,AC00153,0.6431925,0.5323043,val
TX001541,AC00153,0.29716685,0.4031637,train
TX001836,AC00153,0.16324548,0.29373336,train
TX000512,AC00153,0.22700346,0.3871229,train
TX001086,AC00154,0.1468279,0.24681796,train
TX001849,AC00154,0.13553238,0.29940048,train
TX000110,AC00154,0.27122393,0.35035375,train
TX001644,AC00154,0.1793923,0.33464137,train
TX000757,AC00154,0.4139785,0.45740426,train
TX001751,AC00155,0.201982,0.34444705,val
TX002413,AC00155,0.20206186,0.29164475,val
TX001705,AC00155,0.22177611,0.382906,train
TX001640,AC00155,0.32421967,0.3695829,train
TX002304,AC00155,0.24112716,0.3137932,train
TX002158,AC00155,0.18144622,0.31714073,val
TX001777,AC00156,0.16221334,0.30478564,train
TX000865,AC00156,0.15189417,0.28023082,train
TX000345,AC00156,0.23720531,0.395021,train
TX000759,AC00156,0.42503947,0.50562096,train
TX000179,AC00156,0.18890359,0.34668374,train
TX001649,AC00157,0.116865635,0.25215557,train
TX002155,AC00157,0.45359704,0.5058559,train
TX000940,AC00157,0.21073878,0.3128466,train
TX001410,AC00157,0.16668038,0.31828123,train
TX001099,AC00157,0.36487305,0.457571,train
TX001338,AC00158,0.19169982,0.3257463,train
TX000553,AC00158,0.29013398,0.355527,val
TX002071,AC00158,0.24238057,0.4004684,train
TX001065,AC00158,0.24813667,0.35413986,train
TX001227,AC00158,0.22003451,0.3730361,val
TX000961,AC00158,0.1596847,0.30659372,val
TX002371,AC00158,0.31652656,0.42116973,train
TX000051,AC00159,0.26633358,0.3508674,train
TX002185,AC00159,0.20891206,0.3188159,train
TX000288,AC00159,0.20620617,0.3274665,train
TX000743,AC00159,0.15815914,0.3143283,train
TX000988,AC00159,0.10399451,0.25805178,val
TX000931,AC00160,0.16806586,0.3104672,val
TX001233,AC00160,0.5702146,0.42749098,train
TX000148,AC00161,0.5525186,0.44967917,train
TX000900,AC00161,0.1474842,0.29550794,val
TX000796,AC00161,0.10033194,0.2449131,train
TX000536,AC00161,0.5081166,0.5671388,train
TX001787,AC00162,0.15786763,0.27239925,train
TX001455,AC00162,1.0529813,0.6058342,train
TX000143,AC00163,0.43006036,0.5211719,val
TX001546,AC00163,0.52724725,0.5515741,train
TX001132,AC00164,0.24956657,0.37132666,val
TX001799,AC00164,0.34221262,0.3779373,train
TX000742,AC00164,0.613062,0.5593231,val
TX002142,AC00164,0.47308245,0.52314043,train
TX000316,AC00164,0.49817953,0.52986413,train
TX001033,AC00164,0.4775775,0.49344,train
TX000763,AC00165,0.21214363,0.3429077,train
TX001945,AC00165,0.33076215,0.3292527,train
TX002395,AC00165,0.28717685,0.42550084,train
TX000360,AC00165,0.1614029,0.30029434,train
TX002032,AC00165,0.2058047,0.32395846,val
TX001614,AC00165,0.2890134,0.4135992,train
TX001654,AC00166,0.107677415,0.23226272,train
TX000491,AC00166,0.5218066,0.44817013,train
TX001394,AC00166,0.38690788,0.4778011,train
TX002313,AC00166,0.21801579,0.3467274,train
TX000800,AC00166,0.26685628,0.395778,train
TX000943,AC00166,0.1302619,0.2822563,val
TX001329,AC00167,0.18729249,0.33608702,train
TX000511,AC00167,0.6051418,0.5697341,train
TX001370,AC00167,0.2799202,0.42065537,val
TX001834,AC00167,0.38000432,0.49595588,val
TX002285,AC00167,0.14584751,0.3018667,train
TX001897,AC00168,0.20726772,0.2771507,train
TX000838,AC00169,0.34704643,0.3353882,train
TX001877,AC00169,0.40776837,0.41591147,train
TX000105,AC00170,0.15246587,0.27302113,val
TX000587,AC00170,0.23548019,0.3651225,train
TX000967,AC00170,0.18807113,0.34721044,train
TX000619,AC00170,0.12050415,0.2743645,train
TX000641,AC00170,0.27152255,0.38853115,train
TX002455,AC00170,0.18521632,0.3507963,train
TX001214,AC00170,0.58163327,0.4935096,train
TX000270,AC00171,0.14338787,0.26476657,train
TX001659,AC00171,0.6072575,0.4733951,train
TX000915,AC00171,0.15913877,0.28042477,train
TX000342,AC00171,0.22384007,0.33192265,train
TX001411,AC00171,0.2729005,0.42776477,val
TX002029,AC00172,0.23049682,0.3650948,train
TX002485,AC00172,0.21424352,0.3646417,train
TX001549,AC00172,0.4619105,0.5075931,train
TX002039,AC00172,0.42330825,0.45138136,train
TX001591,AC00172,0.5242067,0.5625629,val
TX000713,AC00173,0.19037178,0.33397067,val
TX000527,AC00173,0.1831513,0.32042098,train
TX000847,AC00173,0.28184336,0.35803476,train
TX001061,AC00173,0.23773897,0.38019836,train
TX001017,AC00174,0.20804845,0.32308078,train
TX000962,AC00174,0.59625185,0.48034373,val
TX000156,AC00174,0.191578,0.32587498,train
TX001470,AC00174,0.21703158,0.37145117,val
TX001426,AC00175,0.23175122,0.36975974,train
TX001340,AC00175,0.4758713,0.55996054,train
TX001167,AC00175,0.19288026,0.33464015,train
TX000236,AC00175,0.493145,0.48771125,val
TX001696,AC00175,0.22146569,0.36127526,train
TX000715,AC00175,0.30710897,0.44241673,train
TX001631,AC00175,0.19139466,0.30522603,train
TX000645,AC00176,0.45241174,0.50300086,train
TX002378,AC00176,0.34934238,0.3969325,train
TX001550,AC00176,0.18316157,0.3362575,val
TX002407,AC00176,0.33395293,0.46125564,train
TX000128,AC00176,0.30787817,0.43549895,val
TX001266,AC00176,0.50615263,0.5321074,train
TX000889,AC00176,0.14721084,0.30239508,train
TX000987,AC00176,0.25801602,0.3719476,train
TX002394,AC00177,0.14602599,0.27317983,train
TX002278,AC00177,0.4307166,0.51932585,train
TX000289,AC00177,0.2078538,0.3763469,train
TX000466,AC00177,0.2286293,0.33510515,val
TX000409,AC00177,0.13096969,0.27139208,val
TX000136,AC00177,0.21393065,0.34845772,val
TX000237,AC00177,0.17952967,0.32814208,train
TX000371,AC00177,0.2131227,0.37249956,train
TX002013,AC00177,0.24717982,0.37232688,train
TX000267,AC00178,0.34958,0.32983077,train
TX000100,AC00178,0.39688882,0.47488967,train
TX001496,AC00178,0.3052326,0.44830236,train
TX001194,AC00178,0.22096558,0.351562,train
TX001482,AC00178,0.18314345,0.3362431,train
TX001425,AC00179,0.4773705,0.46975765,train
TX002068,AC00179,0.59559125,0.56006944,val
TX002484,AC00179,0.48653784,0.5257062,train
TX000913,AC00179,0.2371122,0.3449288,val
TX001439,AC00179,0.9212439,0.76065576,val
TX001804,AC00179,0.6032169,0.5227042,train
TX000828,AC00180,0.4744462,0.45628068,train
TX002052,AC00181,0.32791394,0.44977397,train
TX001889,AC00181,0.18275538,0.31216446,train
TX000207,AC00181,0.31973815,0.4535997,train
TX001772,AC00181,0.17196682,0.30689016,train
TX000737,AC00181,0.3646977,0.36693436,train
TX000942,AC00182,0.14177144,0.28477678,train
TX000166,AC00182,2.088916,0.90807474,train
TX002496,AC00182,0.25126535,0.39804065,train
TX000429,AC00182,0.29491967,0.41270232,train
TX000678,AC00182,0.2410479,0.38070327,train
TX000660,AC00182,0.1689583,0.31300297,train
TX000871,AC00182,0.36135226,0.4360787,train
TX000465,AC00182,0.1575162,0.29858756,train
TX000621,AC00183,0.22301365,0.35609108,train
TX002280,AC00183,0.27624074,0.38508004,train
TX002389,AC00183,0.3152959,0.45084986,train
TX000539,AC00183,0.21772395,0.3638206,train
TX001781,AC00183,0.16742305,0.2801807,train
TX001005,AC00183,0.26423112,0.3878121,train
TX001908,AC00184,0.15129298,0.2981547,train
TX001031,AC00184,0.26108763,0.36832532,train
TX001271,AC00184,0.5432718,0.5696475,train
TX000601,AC00184,0.18753622,0.34285212,train
TX001900,AC00185,0.19334596,0.32220575,val
TX001657,AC00185,0.20607425,0.30520204,train
TX001350,AC00185,0.28168574,0.4006707,train
TX000849,AC00185,0.27976665,0.39582387,train
TX000968,AC00185,0.22347629,0.367484,train
TX001709,AC00185,0.33884728,0.39785975,train
TX002031,AC00186,0.24677727,0.3626642,train
TX002118,AC00186,0.29330066,0.408436,train
TX002330,AC00187,0.23021528,0.3678047,val
TX001314,AC00187,0.15648475,0.30597815,train
TX000954,AC00187,0.5092562,0.42167783,train
TX001966,AC00187,0.21064372,0.33449286,train
TX000334,AC00187,0.3168988,0.38944626,val
TX001817,AC00188,0.12637675,0.25347292,train
TX000383,AC00188,0.19277306,0.35178727,train
TX000823,AC00188,0.27522734,0.39543033,train
TX000575,AC00188,0.23632543,0.37134042,train
TX001987,AC00188,0.30126247,0.44191316,train
TX001728,AC00189,0.30578488,0.41565865,train
TX002182,AC00189,0.20630923,0.32543406,train
TX001104,AC00189,0.21171857,0.36804962,val
TX001970,AC00189,0.5723272,0.45793647,train
TX000293,AC00189,0.09969813,0.24287209,train
TX001006,AC00190,0.15596944,0.2793697,val
TX001972,AC00190,0.18533309,0.33562213,train
TX002385,AC00190,0.1232725,0.26512936,train
TX000758,AC00190,0.26977217,0.39867738,train
TX002108,AC00190,0.16531196,0.3180212,train
TX001058,AC00191,0.5496533,0.41565704,train
TX002283,AC00191,0.17438635,0.30360642,train
TX002316,AC00191,0.9606944,0.4747925,train
TX001047,AC00192,0.19512448,0.33093372,train
TX000580,AC00192,0.19589831,0.3427661,train
TX000362,AC00192,0.23346116,0.3592581,train
TX001893,AC00192,0.4423059,0.48953196,train
TX001464,AC00193,0.13598354,0.25945514,val
TX001723,AC00193,0.19840501,0.3107803,val
TX000323,AC00194,0.0932559,0.20852384,train
TX000263,AC00194,0.26779348,0.4199702,train
TX002358,AC00194,0.32889602,0.41732043,train
TX002408,AC00194,0.20361699,0.34817687,train
TX001024,AC00194,0.37960508,0.44532594,train
TX001975,AC00195,0.18209648,0.32426786,train
TX002366,AC00195,0.11935663,0.2886616,train
TX001634,AC00196,0.16889597,0.31874192,val
TX001941,AC00196,0.19775967,0.34187022,train
TX001207,AC00196,0.46242723,0.45055124,train
TX000428,AC00196,0.32729703,0.45198813,train
TX001096,AC00196,0.18247154,0.3384794,train
TX000789,AC00196,0.28124204,0.3830494,train
TX001837,AC00197,0.1674996,0.23619804,train
TX001712,AC00197,0.43459743,0.5215811,train
TX002270,AC00197,0.26972732,0.36706445,train
TX001721,AC00197,0.24277182,0.37399358,train
TX000225,AC00198,0.30930388,0.41631252,train
TX001484,AC00198,0.544862,0.62811124,train
TX000007,AC00199,0.17011386,0.26609838,train
TX001083,AC00200,0.25934377,0.36394525,train
TX000933,AC00200,0.36006048,0.39368325,train
TX001082,AC00200,0.36507776,0.48302007,train
TX000462,AC00200,0.25555,0.39570597,train
TX001294,AC00200,0.27915168,0.38032842,train
TX001745,AC00200,0.19832951,0.35197118,train
TX000317,AC00200,0.21063909,0.34667358,train
TX000709,AC00201,0.24917164,0.39797965,val
TX000762,AC00201,0.35420626,0.43865523,train
TX001195,AC00201,0.2263998,0.3508574,train
TX001928,AC00201,0.2725618,0.37953612,train
TX001850,AC00201,0.18911059,0.34557948,train
TX000038,AC00202,0.18856679,0.32857564,val
TX000806,AC00202,0.37152892,0.35486528,train
TX002487,AC00202,0.22890675,0.3856869,val
TX001245,AC00202,0.25308436,0.38961497,val
TX002171,AC00202,0.20031452,0.33694467,train
TX001119,AC00202,0.16792633,0.32530308,train
TX002369,AC00202,0.17099643,0.33408508,train
TX000243,AC00202,0.2085655,0.33772668,train
TX001494,AC00202,0.2700647,0.39800876,train
TX000169,AC00202,0.31904894,0.40588462,train
TX002306,AC00202,0.5909841,0.58107054,train
TX001545,AC00202,0.28716606,0.40674403,train
TX000604,AC00203,0.23152003,0.3342802,train
TX001873,AC00203,1.3244388,0.7568929,val
TX001968,AC00203,0.75198877,0.6091184,train
TX001569,AC00203,0.68963766,0.5852038,train
TX000133,AC00203,0.2467512,0.35612604,train
TX002218,AC00203,0.2959978,0.4043915,train
TX001179,AC00204,0.325519,0.42595822,train
TX001027,AC00204,0.17107773,0.26419792,train
TX001363,AC00204,0.30434602,0.41710338,train
TX001346,AC00204,0.2152222,0.3612424,train
TX002341,AC00204,0.38577622,0.41041765,train
TX002084,AC00204,0.2746795,0.40765604,train
TX001123,AC00204,0.19793399,0.34586883,train
TX002236,AC00205,0.27696204,0.4356091,val
TX000582,AC00205,0.28291166,0.34777746,train
TX001704,AC00205,0.7818095,0.6039365,train
TX002163,AC00205,0.2884229,0.42075196,train
TX001991,AC00206,0.22432539,0.3605066,train
TX001888,AC00206,0.71672803,0.5643346,train
TX001596,AC00207,0.24076219,0.36582404,val
TX001423,AC00207,0.63785416,0.4986624,train
TX000408,AC00208,0.1455629,0.27766028,train
TX000127,AC00208,0.24259534,0.4100074,train
TX000652,AC00208,0.24764284,0.38406423,train
TX000798,AC00208,0.28681526,0.39083692,train
TX001869,AC00209,0.384229,0.456711,train
TX002183,AC00209,0.4312107,0.3746727,train
TX001801,AC00209,0.23752262,0.37303266,train
TX001020,AC00209,0.17054701,0.2956391,train
TX001108,AC00209,0.1682847,0.31141436,train
TX000412,AC00210,0.28263387,0.38179877,train
TX000390,AC00210,0.34744436,0.36196277,val
TX002123,AC00210,0.16246009,0.2990028,train
TX002174,AC00210,0.14777938,0.3028009,train
TX000786,AC00211,0.25241452,0.381551,train
TX001178,AC00211,0.16949628,0.29938123,train
TX000600,AC00211,0.23102553,0.34953445,train
TX001157,AC00211,0.34677657,0.47520563,train
TX000227,AC00212,0.3190645,0.3826455,train
TX001332,AC00212,0.28622416,0.42607242,train
TX001778,AC00212,0.17223135,0.30091566,train
TX002089,AC00213,0.15446433,0.2604547,train
TX001944,AC00213,0.19613747,0.34339547,train
TX001295,AC00213,0.20924927,0.34779188,train
TX001890,AC00213,0.23163293,0.3691226,train
TX000473,AC00213,0.21486904,0.3615267,val
TX000493,AC00213,0.24381791,0.34079078,val
TX001026,AC00214,0.17045176,0.31064746,val
TX001462,AC00214,0.17994185,0.31980675,train
TX000242,AC00215,0.31796017,0.40296674,train
TX002421,AC00215,0.123540275,0.2663217,train
TX000634,AC00215,0.25742576,0.3419803,train
TX001710,AC00215,0.22355095,0.33244386,train
TX002138,AC00215,0.3703398,0.43309104,train
TX000563,AC00216,0.19935215,0.28393042,train
TX002160,AC00216,0.5236623,0.42529222,train
TX000567,AC00216,0.32528287,0.361422,train
TX002502,AC00216,0.109822266,0.24197349,train
TX000891,AC00216,0.18574437,0.32335576,val
TX000435,AC00217,0.10254269,0.22696076,train
TX000856,AC00217,1.2563514,0.721677,val
TX000071,AC00217,0.3602566,0.45313913,val
TX001906,AC00217,0.21673527,0.33192635,train
TX001459,AC00217,0.44126004,0.50273323,train
TX000958,AC00217,0.41644922,0.52093714,train
TX001533,AC00218,0.30625525,0.34233755,val
TX001450,AC00218,0.21484534,0.29958892,train
TX001483,AC00218,0.13553275,0.2714701,train
TX000689,AC00218,0.20729065,0.32585397,val
TX001458,AC00218,0.2829304,0.38371354,train
TX001018,AC00218,0.23288795,0.28527218,train
TX000469,AC00218,0.14509213,0.28258988,train
TX000717,AC00219,0.19909921,0.338724,train
TX000475,AC00219,0.26401252,0.40311623,val
TX000622,AC00219,0.19083045,0.31815365,val
TX000313,AC00219,0.3081358,0.40871823,val
TX001685,AC00219,0.16572793,0.29771644,train
TX002201,AC00219,0.17305866,0.33048248,val
TX001413,AC00219,0.43857762,0.47523537,train
TX001838,AC00219,0.36542073,0.4529991,train
TX001244,AC00219,0.41530812,0.5012445,val
TX002298,AC00219,0.3926295,0.47416192,val
TX002179,AC00220,0.13068815,0.23410845,train
TX000278,AC00220,0.30084914,0.38249665,train
TX000704,AC00220,0.21873607,0.38651666,train
TX001626,AC00220,0.5432419,0.5623862,train
TX001964,AC00220,0.27816102,0.4077141,train
TX000084,AC00220,0.22296132,0.36631078,train
TX001276,AC00221,0.10693575,0.25298598,train
TX001818,AC00222,0.37802562,0.4125008,val
TX001528,AC00222,0.41452828,0.4153558,val
TX000912,AC00222,0.22029094,0.3785255,train
TX002454,AC00222,0.24830745,0.3974757,train
TX000632,AC00223,0.26536572,0.37299824,train
TX000564,AC00223,0.94660753,0.53164864,train
TX002200,AC00224,0.38328615,0.481543,val
TX000927,AC00224,0.29828587,0.4141105,val
TX002222,AC00225,0.23303758,0.35244626,train
TX000238,AC00225,0.5228817,0.51953036,train
TX000956,AC00225,0.4761688,0.4694743,train
TX001287,AC00225,0.1548603,0.30797827,train
TX002319,AC00225,0.17966412,0.32813397,train
TX002409,AC00225,0.16181304,0.29859948,train
TX001988,AC00225,0.21835871,0.34677547,train
TX000882,AC00225,0.22745696,0.33910638,train
TX002282,AC00225,0.39230016,0.47999582,train
TX000607,AC00225,0.21517155,0.314614,val
TX000183,AC00225,0.30440482,0.3932906,train
TX000162,AC00227,0.28716713,0.3978819,train
TX002007,AC00227,0.5474737,0.43195355,train
TX002238,AC00227,0.17929421,0.30526352,train
TX000812,AC00227,0.54301924,0.43054008,train
TX001478,AC00227,0.3294463,0.43329164,train
TX001570,AC00228,0.1530591,0.29847863,val
TX002074,AC00228,0.54498786,0.44773325,val
TX002092,AC00228,0.41230306,0.49545255,val
TX001343,AC00228,0.19365598,0.35251564,train
TX002340,AC00228,0.17600387,0.32315224,val
TX001861,AC00228,0.2853572,0.39600065,train
TX002213,AC00228,0.22723393,0.38641632,train
TX001052,AC00228,0.22900088,0.36721748,train
TX000427,AC00229,0.1634298,0.2589419,train
TX000482,AC00229,0.13906674,0.2850712,train
TX001476,AC00229,0.23806398,0.37700248,val
TX000405,AC00229,0.22041899,0.29324183,train
TX001230,AC00229,0.19886278,0.33003742,val
TX001682,AC00230,0.17691527,0.28629708,train
TX002038,AC00230,0.22248343,0.36315867,train
TX000926,AC00230,0.1768154,0.33834147,train
TX002043,AC00231,0.19575876,0.32570395,train
TX001270,AC00231,0.22425434,0.3108782,train
TX001938,AC00231,0.444424,0.45955512,train
TX001955,AC00231,0.17967345,0.32522607,train
TX002233,AC00231,0.16187485,0.31504595,train
TX000677,AC00232,0.24411334,0.37739065,train
TX001693,AC00232,0.2641285,0.35806304,train
TX000344,AC00232,0.21268469,0.36411953,train
TX001260,AC00232,0.17871638,0.31375632,train
TX000378,AC00232,0.15913154,0.3277221,train
TX001491,AC00233,0.2612538,0.30196586,train
TX001578,AC00233,0.21551137,0.3654819,train
TX000307,AC00233,0.22840554,0.38308367,val
TX001863,AC00233,0.28107354,0.4236107,train
TX000769,AC00233,0.4092083,0.51433665,train
TX001566,AC00233,0.36086637,0.4322084,train
TX002212,AC00235,0.33792996,0.37707844,train
TX001322,AC00235,0.13644114,0.25163326,train
TX000454,AC00235,0.19870074,0.33879924,train
TX000770,AC00235,0.33750236,0.32773185,train
TX001999,AC00235,0.14675374,0.2995371,train
TX000422,AC00235,0.27095366,0.41700912,train
TX000106,AC00235,0.17001927,0.3314088,train
TX002077,AC00236,0.261391,0.36386037,train
TX000083,AC00236,0.20090947,0.3310257,val
TX002472,AC00236,0.41961858,0.4955344,train
