TransactionID,AccountID,score_isolation_forest,score_lof,score_ocsvm,score_elliptic_envelope,score_dbscan,score_hdbscan,score_kmeans,score_gmm,score_autoencoder,score_vae,score_lstm_ae,lstm_ae_applicable,hybrid_vote_count,flag_isolation_forest,flag_lof,flag_ocsvm,flag_elliptic_envelope,flag_dbscan,flag_hdbscan,flag_kmeans,flag_gmm,flag_autoencoder,flag_vae,flag_lstm_ae,flag_hybrid_ensemble
TX000584,AC00022,-0.0510868031845088,-0.1927073184267433,-2.1566382739394845,-95.2166855916418,0.0,0.2547695613983204,2.234834641173295,-11.858440958216562,0.2814404,0.22772749,0.3276102542877197,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000585,AC00150,-0.0477743504224917,-0.1751345966152591,-3.9141330491699486,-73.51030678429615,0.0,0.3265417617608485,2.140778678609081,-3.583828390479365,0.26616332,0.25089836,0.24678945541381836,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000586,AC00362,-0.0647286274938968,-0.1181893125333664,-1.1293181052060088,-85.15561966393159,0.0,0.417023303855486,2.809934110387051,-4.122807874832971,0.43518034,0.53533256,0.36108511686325073,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000587,AC00170,-0.0939529107184438,-0.2306737002816499,-4.5111065493299725,-101.4288516832962,0.0,0.1222535320491939,2.007296897990936,-14.099922665399871,0.16816628,0.21597497,0.18197637796401978,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000588,AC00429,-0.0620709024015628,-0.2007342168451751,-1.167507806258425,-86.172098543247,0.0,0.3181606608871392,2.331685053334102,-4.314953482439449,0.33120885,0.3201776,0.3419955372810364,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000589,AC00418,0.0306412851196522,0.0364712509397027,1.932836720473976,-5.076140800126851,3.608885498450646,0.6802751690661879,4.045675776553477,14.943228739617602,0.8440696,0.89369965,1.9846878051757812,1,3,1,1,1,0,1,1,1,1,1,1,1,1
TX000590,AC00144,-0.0917245037833029,-0.1723755606480224,-2.2126161649033422,-98.20881380420218,0.0,0.3253553082900704,2.4286926672236584,-12.931501357813676,0.2374025,0.31469858,0.2885720133781433,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000591,AC00449,-0.0582974802482855,-0.1356823255293917,-0.6528250529065618,-81.23460933999617,0.0,0.4010051703675897,2.3826548047396194,-4.008653978558617,0.42045522,0.43732437,0.49170318245887756,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000592,AC00057,-0.0346968517404763,-0.0942934051664228,-0.7321721738914686,-91.3183926042532,0.0,0.3806546488991721,2.535898298650613,-9.633835450520944,0.39871693,0.4233026,0.4421551823616028,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000593,AC00426,-0.0815482194068048,-0.2377626822596312,-3.502891120114385,-99.85742615877857,0.0,0.2519835281181616,1.7343022129496246,-15.253903989726856,0.23755108,0.22576295,0.22525760531425476,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000594,AC00039,-0.0160097717808445,0.2438281338546633,-0.0004331814099982,-46.86071499450146,3.340238052106048,0.6365459178365653,4.1524874006058745,3.0568428810438197,0.43544132,0.959718,0.9917472004890442,1,1,0,1,0,0,1,1,1,0,0,1,0,0
TX000595,AC00051,-0.0397213863531382,-0.2504309819886541,-1.1532882048062811,-29.701394803762525,8.429369702178808e-08,0.0137573487724976,2.34556145402808,6.022127626214999,0.2105029,0.317448,1.57161545753479,1,0,0,0,0,0,0,0,0,1,0,0,1,0
TX000596,AC00471,-0.1006559687338258,-0.1958771224859163,-2.910436996382661,-98.13285078385448,0.0,0.2355596193605353,1.7558125031997291,-8.288979057869724,0.24554658,0.28540432,0.421523779630661,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000597,AC00039,-0.065690158008778,-0.1324493100210004,-1.844980025924975,-96.07758649879916,0.0,0.3163654153357522,2.306238704490373,-3.184817606219269,0.28970447,0.3747894,0.33464086055755615,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000598,AC00274,-0.099138792719639,-0.0772331982354128,-1.1856042721721982,-86.07794748990284,0.0,0.3668537461746113,2.936049137826237,-4.447259864847971,0.49675757,0.5058309,0.5172836184501648,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000599,AC00095,-0.054736887596568,-0.2124630525648749,-3.4946075481376253,-99.1421770466698,0.0,0.1825667296403847,1.8460634366358355,-11.490032184367358,0.20929255,0.25379437,0.25789588689804077,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000600,AC00211,-0.0997116859064188,-0.240465338140416,-2.684176515160142,-98.99912331869632,0.0,0.063357978592615,1.6346051780133326,-13.596682349673868,0.22203448,0.2208803,0.1746302992105484,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000601,AC00184,-0.1126257830919919,-0.2575284664557127,-3.726195987794776,-100.3051824730523,0.0,0.1220433209004802,2.0590860979080747,-8.82204434218343,0.16642925,0.17187873,0.1496276557445526,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000602,AC00436,-0.1101772619090643,-0.2263194827107819,-2.629899479137204,-95.70895536964952,0.0,0.1605201291096422,1.7612174317470954,-7.828394247116563,0.19135284,0.2872331,0.26952439546585083,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000603,AC00107,-0.1354066221967207,-0.2300335809309455,-3.819796794243083,-76.95561140562347,5.960464477539064e-08,0.3021715374299276,1.483972916749337,-4.417798157482371,0.14713223,0.14904736,0.07859000563621521,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000604,AC00203,-0.087909777184941,-0.2256401295877019,-1.6832616303607386,-81.32698338970168,0.0,0.2337336093498703,2.0902692976555413,-13.052140128400918,0.18840355,0.2070665,0.20155422389507294,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000605,AC00398,-0.1029465222691434,-0.2541098152126083,-4.82133369185478,-103.60940244929964,0.0,0.0,1.411018382916271,-15.358244981438,0.14453459,0.15437646,2.262006998062134,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TX000606,AC00312,0.0001377877994035,0.0274812971137359,-0.1356389006017231,-79.75053210677692,0.0,0.4066567623095339,2.89196278241192,-5.842883329991998,0.57593656,0.5554521,0.6074146628379822,1,3,1,1,0,0,0,0,0,0,1,0,0,1
TX000607,AC00225,-0.0632217135739416,-0.206223531723158,-1.1169001027156948,-93.22134715300234,0.0,0.2363880949701762,2.36638820173084,-12.366297212071292,0.3794814,0.4014448,0.30948176980018616,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000608,AC00150,0.0179972788983977,-0.2350664371078783,-0.2286349262816713,-27.06826481302663,2.3493798558368333,0.5271680347848544,2.464008420974396,5.229279985454893,0.32671517,0.35684612,1.5800385475158691,1,1,1,0,0,0,0,1,0,1,0,0,1,0
TX000609,AC00413,-0.0944036460891871,-0.1917952127675626,-1.7533747383017184,-94.46581354912291,0.0,0.3000678428382277,2.061586707575524,-5.946914118962403,0.2845265,0.3264345,0.42693477869033813,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000610,AC00479,-0.1301579064862256,-0.2225038573949815,-3.233554142412173,-93.24953820413194,0.0,0.1872517750407926,1.5465455651243345,-7.82444820660148,0.24936904,0.26114178,0.2590741813182831,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000611,AC00078,-0.0628862787590537,-0.2378518070549542,-3.3953531579202485,-98.87666674112415,0.0,0.1500368779079832,1.5222504732513549,-12.978732746024264,0.17589635,0.20592415,0.20816905796527863,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000612,AC00242,-0.0884822733375477,-0.2414518604466005,-3.8221961921545846,-98.72531364066036,0.0,0.0,1.9107751050120017,-8.823321706351805,0.1708792,0.20375295,0.38939642906188965,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000613,AC00149,-0.101395954395612,-0.2479972811861269,-3.727542309319854,-97.15284552417592,0.0,0.1012576138771805,1.6945525125680967,-8.063612265943712,0.17883284,0.16473982,0.27041229605674744,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000614,AC00084,-0.0087682517542382,-0.0151244456158032,-0.0004628115930023,-73.36469233734562,0.0,0.4278393765572931,2.9075760204541683,-5.915714906227961,0.5180353,0.60655856,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000615,AC00466,0.0706601755716743,-0.1284888858585713,0.2803971154098041,112.0907095993823,2.1441201811520383,0.531736337340775,3.2202178616268062,5.968128522006706,0.32488716,0.40015638,0.4697297513484955,1,1,1,0,1,1,0,1,1,1,0,0,0,0
TX000616,AC00359,-0.0690456087301881,-0.2177436724742605,-2.3927485886369864,-97.21517666309384,4.214684851089404e-08,0.1807593181772761,2.0886209192213334,-6.53787589122563,0.25987852,0.24734105,0.2446073740720749,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000617,AC00023,-0.0836569116083637,-0.24277657639464,-4.608914055965314,-96.21026371813798,0.0,0.2208566956453753,1.6216306481260212,-6.878547437920553,0.139645,0.12596661,0.1593182384967804,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000618,AC00366,-0.0791480204187281,-0.1331511240703264,-1.3420718558121072,-89.41871561725893,0.0,0.3701612446796559,2.0819452241065397,-4.628143298373101,0.45116907,0.48358753,0.47587287425994873,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000619,AC00170,-0.1284604901683939,-0.2736154208520204,-4.959148576961447,-103.39873667920558,0.0,0.0,1.2278805379486433,-15.85215764514738,0.09113094,0.1171859,0.09226088225841522,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000620,AC00130,-0.0520749054993174,0.1276166956609226,0.0001952457955782,-82.08689357011781,0.0,0.492815354845987,3.1520685238296906,1.503536682959567,0.41978425,0.489436,0.6037771701812744,1,1,0,1,1,0,0,1,0,0,0,0,0,0
TX000621,AC00183,-0.0868393265162757,-0.2487876137498929,-3.5448680331873854,-99.07789764692956,0.0,0.1676429285740286,1.6794367342321046,-13.170698063697296,0.17589124,0.17135254,0.16840055584907532,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000622,AC00219,-0.0686607736031439,-0.2110938122376979,-3.1332573438058384,-99.09132431083304,0.0,0.1851427068029667,2.042024900076441,-12.991735640808551,0.30957243,0.30064443,0.28062963485717773,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000623,AC00354,-0.0041219424203366,-0.143904497668529,-1.6999894046851454,-69.45040773043755,0.0,0.3681142706154241,2.527288646213827,7.137373251678253,0.42450574,0.4013937,0.3848913908004761,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TX000624,AC00290,-0.0265123265523293,-0.1933439079528622,-1.3364290834445134,-59.83613233701936,8.429369702178808e-08,0.3829002555310983,2.6175920846367062,-12.425000451097429,0.29613784,0.29619235,0.42861440777778625,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000625,AC00425,-0.090274763302573,-0.1937314220554067,-1.9100290882327495,-95.66681525690814,4.214684851089404e-08,0.1528578281384248,1.9640110897250809,-5.469361963837682,0.2758692,0.2855657,0.2889934480190277,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000626,AC00370,-0.0001097454948055,-0.005504051202116,-0.2745629267046823,-89.13825194507119,0.0,0.3560132372947174,2.6754968029324497,-6.2819199702253465,0.45686328,0.5990567,0.5968867540359497,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000627,AC00454,-0.0394886861084068,-0.136114347874992,-0.4222747180879089,-2.936440836613997,1.556620624346987,0.513271673814549,2.6236074436189987,-11.312266928181916,0.3129684,0.3490706,0.5908452272415161,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TX000628,AC00403,-0.0700945837279274,-0.2252285994707155,-2.774636726717694,-98.8864388383018,0.0,0.1393466198931883,1.955602778015686,-13.118336732430484,0.251331,0.25192523,0.226546972990036,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000629,AC00358,-0.0412882104705768,-0.0551879022855792,-0.3939036642138109,-85.75791807193815,5.960464477539064e-08,0.4045472692673646,3.007777533673025,-1.7806552856585085,0.5647358,0.61419064,0.5809072256088257,1,1,0,0,0,0,0,0,0,0,1,0,0,0
TX000630,AC00296,-0.0010680424953052,-0.0141459009492501,-0.3624293953345274,-89.05839361712248,0.0,0.3963758705591519,2.8100168106091528,-3.36795437450562,0.44873688,0.4881934,0.42949745059013367,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000631,AC00393,-0.0499423533829461,-0.2339765867779182,-3.400728285196112,-97.35545190391176,0.0,0.1676316821028862,1.8244342943694405,-13.842170286818687,0.21058168,0.27068007,0.24221846461296082,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000632,AC00223,-0.0511847947076496,-0.0470788207504868,-1.1238743616209117,-83.95476900463073,0.0,0.4365026605357565,2.5723868184284764,-8.260442590725928,0.44761243,0.53339505,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000633,AC00487,-0.0931093129381816,-0.2231903725471493,-2.3605233089835016,-96.84130732274086,0.0,0.0297502095706423,1.973994833121528,-14.945791295702666,0.33336765,0.3644142,0.39100033044815063,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000634,AC00215,-0.0944287000970089,-0.183855065092372,-2.5017143035321565,-95.13771974406814,0.0,0.2425223546809526,1.795580440079081,-5.8969867555591975,0.14303948,0.4677686,0.529427170753479,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000635,AC00275,-0.1107249555890502,-0.2446979318433718,-2.9789287381768377,-100.92287068985756,2.9802322387695312e-08,0.1519818983601638,1.506515773661408,-9.545636338434244,0.20358452,0.23655875,0.16817191243171692,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000636,AC00482,-0.0898455437917702,-0.2354289495290875,-3.066501530672997,-98.84158407055602,0.0,0.1786236511102631,1.9527085564651203,-3.716713173094736,0.16533947,0.25459945,0.27786192297935486,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000637,AC00357,-0.1458158544301525,-0.2781782005351508,-4.1524783782451005,-100.50729025009,0.0,0.052732563189858,1.441957004661257,-9.64382349423749,0.06816495,0.106162004,0.21291109919548035,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000638,AC00026,-0.059539521773136,-0.2035465017558728,-1.9303122614282868,-93.83501625445253,0.0,0.2584189526654028,1.9821333866827335,-12.588254566805924,0.43399405,0.43855983,0.4374444782733917,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000639,AC00416,-0.0871727104241751,-0.1380931572758985,-1.8270158468986724,-93.12087106605668,4.214684851089404e-08,0.3214813052735629,2.5451294263010635,-2.7878189212467555,0.3621807,0.3598744,0.3805595636367798,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000640,AC00058,-0.0787759226532771,-0.2089910326533888,-1.8199405841509853,-51.55796389889336,0.0,0.3878232893039499,2.359392906615932,-0.6668203111833071,0.19064605,0.24494004,0.7951958179473877,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000641,AC00170,-0.0746724227941901,-0.2493500943233904,-3.3803794205292244,-100.69911191591429,5.960464477539064e-08,0.0612189004093909,1.5223441502128547,-15.092912852231464,0.23297493,0.26534045,0.28060421347618103,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000642,AC00262,-0.0698022451293569,-0.231728783628432,-3.1130177965459405,-99.9095043956129,0.0,0.0581309407518211,1.6974273255535983,-13.59766608391512,0.20321046,0.2093687,0.22463983297348022,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000643,AC00032,-0.0451725571051694,-0.2230335412538744,-2.76843709556731,-95.59450688377726,0.0,0.2028663065940551,1.996791053360779,-11.179542910256783,0.25640893,0.3474884,0.3667508661746979,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000644,AC00131,-0.0848876904675827,-0.2337685814297956,-3.722300438989227,-100.26033029950275,0.0,0.1251806443128836,2.093914469841159,-12.681670530479336,0.19103067,0.17804155,0.40496373176574707,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000645,AC00176,-0.0786372386178688,-0.231086784313969,-2.427520527615221,-84.87956554276691,0.0,0.251845337051356,1.90621702366791,-12.697414074707275,0.17377779,0.21009816,0.3584558963775635,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000646,AC00139,-0.0554053932225093,-0.1593323711772634,-2.062300538355646,-89.28082524725696,0.0,0.3306325275065632,2.3385891795154965,-5.543247606217759,0.2455004,0.30312923,0.3246302008628845,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000647,AC00056,-0.062185480399491,-0.2094815350662902,-3.0598597476874234,-95.22683293680927,0.0,0.1349315579250561,2.1529023366751026,-6.4303902245123865,0.19640964,0.22533496,0.2497330754995346,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000648,AC00276,-0.1086168186533152,-0.2398390921448721,-4.1956442607138245,-101.05064862590358,0.0,0.1260614627798214,1.4226802517114094,-9.725611174102072,0.13370934,0.14234366,0.15607531368732452,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000649,AC00447,-0.0914987732327751,-0.156155686535812,-1.7529145804054602,-80.53094819961724,0.0,0.3414675072819023,2.554183101648896,-5.1115534195978185,0.3349315,0.36306065,0.33254510164260864,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000650,AC00143,-0.0925128038876873,-0.2392652496236873,-3.411671408572549,-100.31420571306656,0.0,0.1754988972917266,1.9847019219596784,-13.507899396073688,0.18514954,0.2140903,0.19816476106643677,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000651,AC00139,-0.144086104658011,-0.2503561105931027,-3.3673386369306817,-98.87322234099788,0.0,0.1453114601666134,1.72842412336011,-9.631389610573898,0.12575196,0.23749791,0.14476639032363892,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000652,AC00208,0.0066712819855977,-0.2170486394818234,-1.237811160717226,56.53079291945578,0.0,0.4002093032241137,1.959276113288709,0.0018005397941736,0.16011114,0.21405834,0.12754438817501068,1,1,1,0,0,1,0,0,0,0,0,0,0,0
TX000653,AC00426,-0.0941572909174628,-0.2270689887874464,-3.8407234335187033,-99.43922905473109,0.0,0.1265724118443269,1.995340076662348,-8.384594887341676,0.20683357,0.20549156,0.24010170996189117,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000654,AC00423,-0.0209521833100441,-0.02738578687642,-0.4942918794908806,-67.4980845396137,0.0,0.4455218583287685,2.8212290195784027,3.339064829549516,0.66743296,0.6605723,0.6792485117912292,1,1,0,0,0,0,0,0,0,0,1,1,0,0
TX000655,AC00381,-0.0946629239442243,-0.2179916240388182,-3.192928598659674,-99.61156224983604,0.0,0.1828030569816322,2.1720867719868706,-12.395109684564536,0.4901284,0.35773623,0.24402287602424622,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000656,AC00458,-0.0859428782717191,-0.2442927763666419,-4.167407024610605,-101.11609496783748,4.214684851089404e-08,0.067340405482196,1.6534167588640325,-9.090873012849242,0.14722793,0.14776123,0.13794726133346558,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000657,AC00014,-0.0179780939674066,-0.0337974412910107,-0.6386935250332257,-91.66888389839784,0.0,0.4115412343725553,2.355716531287167,-4.426994157281153,0.41170153,0.546214,0.47450172901153564,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000658,AC00071,-0.0967605958875331,-0.2530373709283553,-2.346130090664176,-89.84200567175829,0.0,0.2160890230634312,1.7199469653426396,-13.098531919997448,0.17818514,0.17024447,0.28268617391586304,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000659,AC00054,-0.10165075422103,-0.2281013880975115,-2.931995090591445,-93.85306022006124,0.0,0.1689191903838323,1.9353562003846048,-8.008668929797954,0.21920668,0.21601203,0.19997762143611908,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000660,AC00182,-0.0955543160168379,-0.2467021275395031,-3.1673557763011297,-101.22966026329044,0.0,0.0889626064676369,1.9136156823903423,-8.543695631331106,0.20437747,0.20569278,0.184946671128273,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000661,AC00257,-0.0765822987865414,-0.1718039753786115,-2.181447813405966,-95.3509631140783,0.0,0.3189666254891738,2.371768070481826,-7.139101079479096,0.30957988,0.3384022,0.20984813570976257,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000662,AC00006,-0.1446738933617277,-0.2642438693518645,-4.6759259226403165,-94.84488534564125,0.0,0.1557280719731716,1.5219511779325992,-9.95946457488484,0.11562499,0.1288187,0.33163201808929443,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000663,AC00424,-0.0830144228121241,-0.2591451456345772,-3.796938981925975,-100.19656733721794,0.0,0.1433256021945335,1.8950260516317297,-15.126123164103385,0.16565926,0.22502215,0.2500757575035095,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000664,AC00131,-0.0386514481676953,-0.0825331876559236,1.002309598331844,118.12634268490056,2.723741846102512,0.5478000826914183,3.219664653052682,-6.886369398491473,0.50724435,0.49841255,1.2598137855529785,1,0,0,0,1,1,1,1,1,0,0,0,0,0
TX000665,AC00133,-0.0472660536935505,-0.1389418317553159,-1.7588090152337967,-91.46095437203108,0.0,0.4030752469338998,2.7594581778261364,-10.655793410913365,0.364061,0.41217345,0.5647299289703369,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000666,AC00393,-0.0031379808433383,-0.2489343390189485,-1.0628321848088174,-28.438477885125124,8.429369702178808e-08,0.467762889700743,1.983770526232878,7.246520783955397,0.22090584,0.22767729,1.4880104064941406,1,0,0,0,0,0,0,1,0,1,0,0,1,0
TX000667,AC00361,-0.0087766831093862,0.001308602604001,-0.6914449843036419,-82.47475229884262,0.0,0.4489358645414284,3.0261178567164224,6.410258898517983,0.5068813,0.5594795,,0,1,0,1,0,0,0,0,0,1,0,0,0,0
TX000668,AC00092,-0.058336009900221,-0.1947605091513655,-2.22326266860894,-93.88390843062604,0.0,0.2956346123978366,1.936461606325268,-5.848519299579083,0.23245782,0.33225912,0.33608928322792053,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000669,AC00049,-0.0428195762156368,0.0282048433114627,-0.3882360700293921,-83.3040522858094,0.0,0.4846940106941505,2.796202200752172,2.25921753449746,0.6694267,0.675896,,0,2,0,1,0,0,0,1,0,0,1,1,0,1
TX000670,AC00023,-0.0236351957533568,-0.1731511196724853,-3.5203381719917104e-05,-28.18722390575589,1.975697092480374,0.5733958188071729,3.0252781508062965,8.529635266000039,0.23179905,0.4764747,1.683302640914917,1,0,0,0,0,0,0,1,0,1,0,0,1,0
TX000671,AC00323,-0.1185172102536525,-0.2081051595321978,-2.3770089406334494,-97.6348947747488,0.0,0.2314680469760269,1.9916376583630413,-6.63037944910662,0.21989979,0.28223276,0.2956892251968384,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000672,AC00372,0.0178948755881975,-0.1078176019457504,-0.3117799458464949,-66.52469609235445,0.0,0.382258224210174,2.6687109360373533,13.444070907515028,0.47445932,0.46386343,0.3981742858886719,1,1,1,0,0,0,0,0,0,1,0,0,0,0
TX000673,AC00497,-0.0495904011460929,-0.1220684194780832,-1.4205932937066406,-89.7170001241391,0.0,0.3541170304055612,2.54355597753126,-9.26491894920978,0.26728,0.54648995,0.5405318737030029,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000674,AC00130,-0.0271251243790108,-0.183121045537008,-2.304066729508341,-93.77815414660073,0.0,0.2655542810967139,2.195475101043033,-10.679007936594036,0.29704574,0.31039625,0.2940963804721832,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000675,AC00034,-0.0795406376748499,-0.1685370303566611,-2.046037843330173,-95.74161480063768,0.0,0.1913667747772613,2.238408176228736,-11.01915201509112,0.2730643,0.3857266,0.36074182391166687,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000676,AC00286,-0.0781143326227527,-0.2261309556061916,-2.6118753897590947,-97.55772386632592,0.0,0.0297502095706423,1.7658740331641714,-15.23899649596042,0.32479146,0.3404365,0.36267101764678955,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000677,AC00232,-0.1066757336052889,-0.1930169187618926,-3.500851440936807,-96.87036661006844,0.0,0.3291242271068859,2.432334932780455,-1.1773201257416124,0.2929374,0.24907357,0.424953818321228,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000678,AC00182,-0.080941583273851,0.0092510730032582,-2.473947286636066,-93.79435514214626,4.214684851089404e-08,0.4121077708867326,2.4681052270723227,7.46377233811663,0.2491921,0.4103383,0.32053935527801514,1,1,0,1,0,0,0,0,0,1,0,0,0,0
TX000679,AC00136,-0.1234041230306279,-0.2450155749855415,-3.398915814714353,-99.68597870878328,0.0,0.1553923977771562,1.6007544870490231,-8.663466224162208,0.16219087,0.2537385,0.1780848205089569,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000680,AC00101,-0.0083334198500859,-0.1147790014040979,-0.9265165408986452,-87.78382701019817,0.0,0.3543461619522071,2.761466539309796,-6.951144067346457,0.388406,0.465636,0.42270633578300476,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000681,AC00328,-0.0996656241699126,-0.230440416602039,-3.1895152725007696,-99.73991244817164,0.0,0.1711066215788359,1.5686155064853762,-8.283244893455654,0.13674656,0.3494383,0.3419082760810852,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000682,AC00356,-0.0596172038784972,-0.123182387050954,-0.536161163677269,-89.31149247464518,0.0,0.3675130644479124,2.558490839177945,-3.380728771022045,0.40010977,0.67874,0.7295947670936584,1,0,0,0,0,0,0,0,0,0,0,1,0,0
TX000683,AC00312,-0.0487298115978694,-0.1048149531043975,-0.1579183258133909,-89.58431523142849,5.960464477539064e-08,0.4059563063956148,2.819363443171763,-11.566656705005888,0.6124704,0.6478398,1.053300380706787,1,1,0,0,0,0,0,0,0,0,1,1,0,0
TX000684,AC00242,-0.0837213109007623,-0.2082688898277804,-3.213188594096269,-91.42673220102525,4.214684851089404e-08,0.2536041995770144,1.8103046690559512,-12.369470022675312,0.17997085,0.30865684,1.085852861404419,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000685,AC00123,-0.0884090166163373,-0.2411634553609235,-3.6509525782664713,-100.3007744880898,0.0,0.1394461479110095,1.786667541404294,-13.7561653237624,0.2365759,0.21207856,0.18561016023159027,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000686,AC00071,0.0063189199224651,-0.175814600319873,0.7921644556324887,46.52266153081793,2.609200839768151,0.5699457740123423,3.3849200942650204,4.995450597308043,0.3473082,1.2595301,2.359269857406616,1,1,1,0,1,1,0,1,1,1,0,1,1,0
TX000687,AC00370,-0.1323479221775577,-0.2560834442515535,-4.864741938627065,-95.69863844944273,0.0,0.1424803626261605,1.567696281307248,-9.571634766440072,0.12820452,0.16133475,0.16350121796131134,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000688,AC00330,-0.0701234948948373,-0.2484761975444699,-3.2043230979952666,-99.41407070047794,0.0,0.1827238968296478,1.8123756038985188,-15.28160404831756,0.29749683,0.31898916,0.34248554706573486,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000689,AC00218,-0.1058044197401548,-0.2072741750947733,-2.5633085884708318,-93.80305543490584,0.0,0.2368667409045921,2.090526883618941,-6.344762417708846,0.21585292,0.31100443,0.32084035873413086,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TX000690,AC00437,-0.0789019396339688,-0.2084347541902662,-2.826947802217947,-97.6698410576298,0.0,0.2301168932450692,2.050671714558933,-13.305580843867048,0.22965842,0.25302756,0.2553206980228424,1,0,0,0,0,0,0,0,0,0,0,0,0,0
